	D36E	Leaf1	Leaf127	Leaf130	Leaf148	Leaf155	Leaf176	Leaf177	Leaf187	Leaf404	Leaf48	Leaf53	Leaf58	Leaf70	mock	Root147	Root563	Root604	Root935	Soil763
AT1G01430	-2.63531561625013	-3.08851072272403	-2.05727879309261	-0.703573612444143	-1.79201993429986	-1.11422562386188	-0.681805838357395	-1.20320581839328	-2.06761835315385	-0.949321926329872	-1.28762423443875	-1.65947425646802	-0.89817013101532	-2.13712381873969	-0.70913437587701	-0.772562717376395	-1.41246009312541	-2.17089922076023	-0.667621390943078	-3.17659125513715
AT1G01450	1.10053994677301	1.11512879430782	2.12231524349908	2.06111957390265	1.86679838817456	2.74470347675609	1.93871608429756	2.00703002255259	2.14068270928162	2.26090690574802	2.10725098330159	2.52592211392828	1.85521153287534	1.7204576770272	2.62983672188418	1.92414496400293	2.04030420012175	1.65867839532963	1.73419483075559	1.35597898755345
AT1G01490	-1.27606851540925	-0.488897462567251	-0.339627700966853	-0.538230892058142	-0.450769901838078	-0.79828122845526	0.0335167051375881	-0.569061613917888	-0.787243535294334	-1.09726208507926	-0.199205053417682	-0.699755211011707	-0.500838489161403	-0.321401040953098	-1.09915448880782	-0.258612964568876	-0.56636871310011	0.0900634466032477	-0.30902020811606	-0.50953925988298
AT1G01500	-0.302564519234638	-1.19738338385616	-2.92992587133848	-0.65334383666971	-1.18000286002245	-1.3622193795452	-1.55190463975277	-0.878641081529836	-0.688171950929643	-2.32276981265793	-1.00311732114785	-1.13628358284428	-1.49866529859754	-0.174286286657868	-1.52068131136897	-1.31197375185132	-0.934937220344594	-0.960536805252301	-1.6975145711675	-0.755446444762617
AT1G01550	-0.218777374868704	-0.272873859590902	-0.552781381973097	-1.64083060803984	-0.48662986384555	-1.32788832538345	-0.671027764654692	-0.634252769316362	-0.905014396641468	-1.04967610040146	-1.81589524663174	-0.990534348070016	-0.838572427133239	-0.760994325398066	-1.3329858505821	-0.437591397960474	-0.989148756215016	-0.256956356978398	-0.62524506336058	-0.370974223822732
AT1G01610	-0.601216819957513	0.465165397240866	0.626918683190545	0.598717367868663	-0.671065381892408	-0.52687377177912	1.26070857618461	0.988801536345665	0.667170220170701	-0.134901626337705	-0.762959422032505	-0.527739810120538	0.42210708110845	-0.418049668305422	0.397632831010774	0.160177340068586	0.431029106028158	0.528284387205622	0.619341630230919	-0.708569658072933
AT1G01620	-2.33069860383934	-1.76265794178906	-2.14178746447787	-2.3781622653733	-2.45576242894986	-2.53488042340626	-2.78312301175432	-1.32336967626492	-2.97963454341521	-4.400563893792	-2.89700543335482	-1.00020050487707	-1.37289211411559	-2.97551113154647	-0.705557635334313	-1.05139975902443	-1.76552273892555	-1.14134320468276	-1.04955756479234	-2.92763151858469
AT1G01680	-0.357189233714033	-1.43415307496816	-1.31233696191443	-3.23094060016503	-3.09757945600825	-2.19027480476994	-1.90735907996802	-1.88426741389303	-1.76383455615155	-2.94199682330786	-0.758650750620829	-2.27396049900545	-1.57005443567006	-1.16205465962356	-2.82342197511747	-2.32760083077758	-2.59882624264127	-1.49601334604522	-2.68683032723794	-2.49558431913727
AT1G01720	-0.511428632704002	-1.58986719394822	-1.01573320489381	-2.13154389527241	-0.920573795000913	-0.953949124129709	-1.17208380017124	-2.22681849519956	-1.16203893893381	-1.53702655050368	-1.19820773518683	-1.1150884662848	-0.360983810561139	-0.532157881155726	-3.33228160865654	-2.06313687619519	-1.26327269012527	-1.00995605022887	-1.45141160972971	-1.22217845331262
AT1G01725	1.28814915992744	-0.0332163831234255	1.16578314642804	-0.45811219110328	1.11666972772591	-0.615169106589698	-0.226581072587406	-0.515770955787585	0.179977784597051	-0.491204555496306	1.64032132681317	1.3763198853269	1.75629780189331	0.885602428455647	-0.563788822691525	-0.893951056127177	-0.290390618009278	0.241745853089149	-0.264882926044706	0.567629446413509
AT1G01730	-0.879789790806461	-0.932491813859294	0.171621803365271	0.534510289686877	0.17037781373162	0.501573292071021	-0.164174322132671	0.121761340306801	-0.226321822357003	0.189985088056697	-0.199126447832909	-0.227288898962835	-0.16684710461847	-0.350951770891734	0.333591881772832	-0.0436681069186585	0.546943736235295	-0.0599085070590236	0.552524538228008	-0.753248253371144
AT1G01790	-2.16385698838105	-2.91528914759613	-1.37050009513385	-1.14519694347219	-1.602682238917	-1.60827107537401	-1.01434121164325	-0.616872031034651	-1.48757727721844	-2.61765276291746	-2.93292543084792	-1.94374182857596	-2.34681296332847	-1.57830073418167	-0.261529138778862	-1.44346877195179	-2.23388398980611	-1.44946910214156	-0.563476696495935	-2.39340359091215
AT1G01830	-1.14576567276808	-1.81987304176986	-0.0480531141650641	-0.546909928405045	-0.61171136904487	0.352325572473507	-0.664776431676209	-0.261457093925317	-1.00928897324368	-0.0465710213471421	-0.224247438835733	0.00506279560155608	-0.198952204443891	-0.508777181284693	-0.00944693607838033	-0.527731142502544	-1.16434608553814	-0.211184216167908	-0.792249888174829	-1.58261335051962
AT1G01840	-1.76018041170284	-0.603994620373079	0.037522598593431	1.16170699653334	0.406019449637827	1.55268579841224	0.939371180053081	1.25246584985461	-0.0117323010996803	1.11772506766295	0.691344131785831	0.488942056862801	0.511737030407902	0.320879652929513	1.4992949950089	0.847893213067258	0.862786455857638	0.388033653188621	0.86668175604195	-0.529462599795849
AT1G01950	-1.09013008041099	0.0942787986694446	0.266808294419527	-2.39309985410328	0.001591835045711	-0.914220378693144	-0.757553446274248	-0.61264595170905	-0.995968461139478	-0.97141756872684	-0.0468885438206891	0.318566655956043	0.394220436590304	0.249815497354198	-0.930190366698785	-1.04486409445019	-2.2152608452564	-0.353210354119097	-0.338125505127231	-0.318274077186689
AT1G02110	-0.703653311839484	0.333656556823314	0.568997760720129	2.28611253659163	0.0984148606129783	2.19106281622994	1.37404242323032	1.80226427066908	1.73855352783824	1.99423716328695	0.91160783421761	0.614530059789546	0.381128357691932	0.461678878613929	1.59545656291489	1.20896361012355	1.89720683861598	1.44822300874303	1.37124892778203	-0.0500212392624193
AT1G02120	0.298557078776059	0.413417630944027	-0.585407713551742	-0.0760034555149491	-0.370549678967849	-0.186498159354876	0.387239482050618	-0.447037146320155	0.0305676777500487	-0.265324270005939	-0.535705193977541	-0.222763412181149	-0.894268063360329	-0.481319529296306	-1.11983329412626	0.0149557052666516	-0.248406311518198	0.170778398476241	-0.279083071769261	-0.0435197117809644
AT1G02150	-2.05296079392472	-1.71109691076713	-1.56186567874583	-0.42354725568249	-2.82001620691376	-1.37129768882504	-0.447901527213962	0.142565827085609	-1.3468296990711	-1.25227678176251	-1.89328301949554	-1.94893313178977	-1.81331731540162	-2.08061763890052	-0.297712910383707	-0.327548978809621	-0.631812084058995	-0.699104854743425	-0.139918296530851	-1.70394372882394
AT1G02170	-0.0510296415884641	0.230573963850623	-1.502795631461	-1.36474004912518	-1.34338541201122	-1.3882961912384	-1.10214179166825	-0.517170799366164	-0.948301298984256	-2.19505398244975	-1.98657582298951	-1.05908765080192	-1.59540008081424	-1.27931148847132	-1.58806849756811	-0.764483626446647	-1.32628244275836	-1.23082165497856	-0.639233401319516	-0.423046003927688
AT1G02180	2.18450920486103	2.11754497847555	1.89635451673905	1.64268893047514	2.21368091669923	1.65749971888434	1.04652934401805	1.14974562581967	1.48962376632278	1.53957375934447	2.1400279466566	2.04435656241158	2.30550816758902	2.02264430198918	0.501379578090009	1.13239027059223	1.5613729651163	1.61907399801157	1.31498450675646	2.06676559255843
AT1G02270	-0.388950626771029	-0.787158386683488	-0.175992620599623	-1.07107783241459	-0.749827499663053	-2.91575327032486	-1.39579569995277	-1.23517496054833	-0.362960423800649	-3.30542084202779	0.00905432045719658	-0.973673246423397	0.0393675264940799	-0.705609148201053	-2.78107684165254	-1.53416126770661	-1.34042446963745	-0.441976477403354	-1.71189033124994	-0.385042087156816
AT1G02305	-2.86785834017666	-0.2728278075167	-2.51830721239922	-0.725478460759798	-1.98070351522432	-1.24371361300371	0.151697599257422	-0.850014476118381	-2.19447728937175	-1.07334541730454	-2.42273077922082	-1.3862910354069	-1.50617191603637	-1.83251594061816	-0.968851401100609	-0.563063403502529	-0.635835997760982	-0.57378332949462	-0.000631926333481208	-1.32369113257046
AT1G02360	-0.446859781201767	-0.44061042213242	-1.59117477057566	-3.90581756407923	-2.54559352463946	-4.46366953118707	-0.542221862265853	-1.50316066407008	-0.963529332902018	-4.37000823306197	-2.39351445812731	-4.47235129166261	-2.06758832447902	-1.89483695219123	-4.3576884128106	-2.29991244979411	-1.49769366041179	-2.45982585232035	-1.63715385835093	0.297735003707699
AT1G02420	0.738742412941005	-0.87251230108062	-1.77337994304503	-2.86477799217104	-2.87113432936115	-1.55208186032015	-1.40428478646555	-1.25844395683824	-0.0612229527581876	-2.15789308128527	-0.502814638077706	-2.80904234887264	-0.64875442391882	-0.945320963047996	-3.69928317142811	-2.00942191119918	-0.414800647858499	0.0991439088821485	-3.1205442989061	0.220596315816951
AT1G02440	1.78634129722831	0.146161731593564	-0.536689226109881	-2.47874496258893	-0.239535849540441	-1.5034405898326	-1.03292662317803	-1.92855965997088	-0.0491636068953154	-1.7864582242133	0.610752432332201	-2.2546041018578	-0.0721197656817544	0.100050936251896	-4.21071389899049	-1.90344272494613	0.344276138988698	1.05505087656979	-2.63290607196037	0.790624862202852
AT1G02475	-4.37501581501363	-1.66555226917363	-3.66808159849166	-1.6853752924513	-3.69833247295189	-1.9416388881073	-1.15708254564691	-1.28582777292667	-2.30971371866996	-2.90787645725528	-2.55987989296992	-1.33221373018806	-4.3290415634597	-3.86856003283079	-1.75814231475337	-0.444288691096405	-2.45702823880101	-1.03196741440322	-1.3320921571982	-2.05859300911947
AT1G02500	1.27698859117978	1.24448755735885	-0.219262679977711	-1.03240094903872	0.0959813705756497	-0.0390284496584326	0.300837304240803	-0.319397335915725	-0.0290648503700367	-0.485674766290997	-0.421481520943421	-0.118790176720413	-0.342708799355739	0.188875668454757	-0.768836897658338	-0.0434290988823687	0.0237013478534558	0.346302099436659	0.0565387548398174	1.06867910873037
AT1G02560	-1.88427161897353	-0.906063003616906	-1.80627472395567	-0.698796587044395	-1.81414733507795	-1.42627408601413	-0.53040361161221	-0.859992179998966	-1.82693738855509	-1.03507326607116	-1.56360759953012	-2.9149518651161	-3.00912973988007	-2.05168220539598	-0.156351406826137	-0.510061264628086	-1.64390848020376	-0.390619352090666	-0.676412527868975	-0.780164522347546
AT1G02720	-1.04017664028835	-1.46978260102808	-0.276541155487674	-0.340584176528294	-1.15303608349916	-1.40200754237269	-0.293850453710081	-0.182822302829185	-0.785795035311657	0.00462226885568335	-1.12759614040766	-1.00785225626242	-0.709971254235756	-0.58279159926909	0.137722685758	-0.615748216044049	-1.38737475077603	-0.583940814116968	-0.292451984873333	-1.41190504859514
AT1G02870	-2.21905774076213	-0.468441850944827	-1.2335109585414	-1.33828971014447	-1.13576673638263	-1.29976797535282	-0.782823112983041	-1.21234746178924	-0.708784226127142	-1.36045345240423	-0.955107733227384	-0.678600743979575	-0.790107912675588	-1.4713651190227	-1.67309549889179	-2.12907914069827	-1.31112431120498	-1.12795151032584	-1.45945723704279	-1.08054488959734
AT1G02920	2.32079094312198	2.10980458912409	0.389196062830871	-0.561435038039105	1.49950021889132	-0.800153526034017	-0.388375425892323	0.0776980806338511	0.853670260467415	-0.120923499669014	0.817363762244168	0.155806079992236	0.85938549050272	1.28892746743632	-3.51622517359455	1.16811779918749	0.827677606958781	1.09016028501704	0.551898559352122	2.08429787232863
AT1G02930	3.22724685457072	3.5023468365013	2.13372415359846	1.62554464430233	2.63095639853985	0.934547897682619	1.90419685982323	1.68440319673895	2.39212716198393	1.60419405180126	2.48304223288745	2.01648464447751	2.13799594304796	2.54103191051283	-1.80805611281006	2.77362058335359	2.22622062234592	2.70224841053942	2.2148659490899	3.19228442707398
AT1G03060	1.02885829356302	0.462196540225123	-0.876689613179009	0.382301360887264	-0.639980352559238	-0.330408859360815	0.688831953842899	0.805933842329967	0.317639979934109	0.270577574793003	-0.59875982706118	-0.142925039347494	-1.11564362070527	-0.415678315870938	0.00859770853691003	0.00626484634142052	0.140636592419992	0.555334046191347	0.302634837776134	0.635544907276124
AT1G03080	0.682198851338968	-0.151752510466058	-0.223670385405702	0.0871643395301335	-0.246720664958511	-0.765779186248722	0.220704024010703	-0.0676091157219746	0.0184523914898352	-0.286612150553998	-0.273000281685262	-0.289600567053813	-0.536524059022977	-0.224699308806356	-0.385215259475441	-0.0633635280939552	0.157880834932803	0.202595357044809	-0.175403389378156	-0.196948556494849
AT1G03090	-1.6413289282624	-1.70623499676644	-0.0633694657740239	-1.07225284681245	-0.418029318426914	-0.963436979578472	-1.04151722011599	-0.488234122745099	-1.93609872910749	-0.282360204416668	-0.235728434264958	0.012127814601026	-0.0473937015314941	-0.166397969832739	-0.312607507353906	-0.68938087111938	-1.09512510959077	-0.870291956515672	-0.658237642552492	-1.15024350085581
AT1G03100	-2.60817432089557	-1.08528267501944	-0.46892961816511	-0.0994403654912309	-0.844883746270978	0.433231765113947	-0.762503631313085	-0.613906727374393	-0.635416498447058	-0.43900447127529	-0.839037934210041	-0.0130186292044354	-0.337015117380314	-0.715166919905361	0.363971761906104	-0.294487550722299	-0.282802948711327	-0.905618519141544	-0.320550647687714	-1.24790218540084
AT1G03130	0.479172254098756	0.254487326168382	-1.36470733707603	1.632722098621	-1.91689556994918	2.62785226222818	1.5527698664349	1.12884632401409	1.48398196816823	2.15341475684545	-1.43453251343365	-0.532474452563216	-2.1545475489087	-2.31593616437399	1.63366915250616	1.2104196600677	2.77514270350795	0.904418697976858	1.49328195969171	0.140789865017775
AT1G03140	0.409360664649246	0.09783378441076	-0.343812812095678	1.07488981060968	-0.537988754133763	2.47346881959675	0.353079371791082	0.294835114226849	0.17181553254055	1.47280599758089	0.0147523764337438	0.0645752062511242	-0.480720363686984	-0.472051355939777	1.40312444545451	0.00467548321656194	1.97207888596658	0.0441181812715037	0.313331588374747	-0.264337554397378
AT1G03220	-0.317327849242783	-0.186526093397473	0.218945169464208	-0.314896921014529	-0.326024196383333	-0.740108945520564	-1.23944277007323	-0.765540136996138	-0.975999025466974	0.399873453874513	0.397074668089716	0.367243982973922	0.0522531774641573	0.255989467184599	-0.0634523350635932	-0.901994010130323	-0.419037893740007	-1.15203211249666	-0.647159309397603	-1.303885438646
AT1G03230	0.358169951419524	0.476714471425061	0.841304759234248	0.676987221554007	1.0197365748548	0.762009294051874	0.0565405806733558	0.0405520044626237	0.142829302093656	1.22105103262749	0.667265521618079	0.868686423024147	0.637719929677464	0.766046588096924	0.821227378773224	0.31342836671584	0.435737108653169	-0.174267881463692	0.435784544874101	-0.404995285933872
AT1G03290	0.118421988423752	0.173957740692135	0.881027579753561	1.2331749821408	0.547585629238048	1.16970222464168	0.898345486362946	1.46374353424193	0.0825115941660141	1.6585482116326	0.332268656766185	1.10823414908416	0.836578096778209	0.498275574587318	2.20851742180192	0.746148683981414	0.721731602896062	0.201373310973172	1.39873482571418	-0.0565536524491697
AT1G03310	-4.74897219859233	-2.81970646490306	-4.04210575891872	-0.726801379781544	-4.09184801613175	-3.2649680266576	-1.54190481424322	-1.8401940684266	-1.62239285807931	-2.31671073505431	-4.94287121030839	-4.35065163072708	-3.65022063240241	-4.62310376154395	-0.549665747662453	-1.16473669006967	-2.38650022350935	-2.81526294289445	-0.798505020662069	-4.08166102246282
AT1G03370	0.664613964228579	0.548194250678261	-0.300246137549308	-0.67299876266191	0.14813912897753	-0.366966856597966	-0.182228759141706	-0.00450117938803341	0.567400701128119	-1.07059708859924	-0.352644024065132	-0.467264256696421	-0.106253163827426	0.366869663376936	-1.1342098072093	0.175201270077355	-0.387301605214897	0.43982675443922	-0.03148611168954	0.821207418885764
AT1G03380	-1.04527771481085	-0.341653704588454	-1.78943315120219	-0.208462750399291	-2.86981611785697	-0.516229452198014	-0.0491031548961822	-0.493707511555062	-0.785848871609913	-0.779498572245521	-3.57678088666476	-1.99938350177165	-1.76734278721751	-1.8418652425667	-1.10316838228049	-0.991826110758577	0.52360362600832	-0.764990769171962	-0.656259078558664	-0.665796114644102
AT1G03400	-1.04424314461884	-1.00562281217613	-3.57769966358223	-1.70167705425357	-2.52767210326581	-2.18045669856001	-1.54610678429587	-1.55620134588167	-3.44237649750347	-2.5651772466362	-3.37941954664797	-1.57114855653616	-1.84613864289034	-2.6332992812449	-1.10905659578589	-0.861614498967873	-1.90850687877834	-1.67457275627599	-1.64313554160534	-1.92463394768935
AT1G03410	2.61263568135307	2.68255327304455	3.20034205208396	3.54241116080696	3.53913256220494	3.21018686459493	2.99544658187506	3.45734615926101	2.92038777032046	3.75622801264568	3.30551583491877	3.50148875882235	3.54387868860762	3.16592998392446	4.13491362714946	3.2688203676907	3.00655749049645	3.24321633077766	3.37288897660778	2.75052093497742
AT1G03440	-0.441922704283885	0.38052611745376	1.61693071847116	1.77806081600051	1.32552474765193	1.73038826747475	1.88718627906623	1.99084236465964	1.2214766659733	1.85180222283246	1.17281389100317	1.89050038990066	1.53170496020934	1.35193959591055	2.07245379161515	1.85235839523484	1.43684285037565	1.5069501634887	2.0230071689324	0.456626161306687
AT1G03475	-1.03259492904718	0.175699545078617	-1.42270703425755	0.251266102994608	-0.903950486622768	-0.288623929195968	0.69276432736321	0.48321389500753	0.254609997087425	0.767076645109326	-0.61867322310832	-0.130652807937093	-1.11714152669459	-1.00875350390402	0.848318004797077	0.729915025081572	-0.105180237221853	0.14605784455823	0.683786246749193	-0.494778235571176
AT1G03495	3.45119781711582	2.9641796923595	3.49256595090144	2.59247143852304	3.72674189924034	2.91159000740781	2.81231717117847	2.69119771256321	3.0799751083319	3.12069655472427	3.61525597496587	3.25029018950443	3.61639369925937	3.59453296847119	2.56754418541784	2.69888394186371	3.046451723138	3.06769254936027	2.53559566906414	3.62068374114316
AT1G03600	-4.5519077575906	-1.86147050264952	-1.42921143884469	-0.435776697636697	-2.63762266460587	-1.49144296265605	0.0255941078892967	-0.436053580466597	-1.22576422343891	-0.149200668621887	-2.22617477333403	-2.32602431247653	-2.29218748722312	-3.38652743998711	0.14156671129814	-0.377604373869384	-0.662044129459095	-0.709594891775339	-0.686113211781373	-2.78515165747769
AT1G03630	-4.15067570441639	-3.48915821619487	-2.89396102622542	-1.71304724280077	-3.19484331497645	-2.63422405421469	-1.30818718126272	-1.18416662731434	-2.06221767793481	-2.15815087688384	-2.99492493895704	-2.41943601532552	-2.74554856989014	-2.92611870338891	-0.922175818605703	-1.57365456393297	-1.29714310750042	-1.57141896701333	-1.35670267103889	-2.21516096827836
AT1G03680	-4.07077093290449	-2.47160583109841	-2.21280029123247	-1.76873098448812	-1.29996591863569	-1.45765786564419	-0.241476123662055	-0.963462453045824	-1.60316165910827	-1.29925397400465	-1.83168871442723	-1.34524588487154	-1.8842090268616	-3.22739961987476	-0.566902562246707	-0.90752528810982	-0.566022091988067	-0.854177882642	-0.603819656641034	-1.65341439150591
AT1G03730	3.2586408909277	3.1442961643944	2.95487472843844	2.54343271272577	3.35481349490465	2.8629621875478	2.59761207930562	2.38284823879069	2.77261681374067	3.01681662502866	3.3642656876364	2.94836212569061	3.2908746434909	2.97762380034835	2.34321335267075	2.55563274700241	2.82971999507903	3.09636375843499	2.3410405942696	3.12866138302424
AT1G03740	1.46198697872308	0.622948307503981	-0.0813789322219997	0.290323704866972	0.492406923469258	1.04025515740381	0.139366596855026	0.0925345258337625	0.738618336013813	0.0330578254545636	0.714370006838493	-0.68312989358093	-0.349064460327774	-0.10896751003387	-0.414309143297038	0.471951771641889	1.18236104710451	1.10970379412239	0.0186241295384598	0.812442372509129
AT1G03750	0.440359700042785	0.0284744243445055	0.158841561268224	-0.437528968260943	0.696736737324453	-0.101581562811044	-0.417770186976175	-0.632937808033234	-0.0857215766939737	0.153499390198538	0.572450960089766	-0.0218886325090741	0.447258972524129	0.805648107666655	-0.832309174918756	-0.195944887661097	0.349726266573288	-0.0312589346432946	-0.388553266095345	0.0684026246028899
AT1G03760	-1.12602000518956	-0.510860761776128	-1.11746865737938	-0.954717843594041	-0.60045376250604	-0.493892846272539	-0.794980551810478	-0.954124872904582	-0.862886929684308	-0.866612293703493	-0.722616671268094	-0.267050866016689	-1.1327753900151	-0.273438095454431	-1.41091165948438	-0.916617193777473	-0.268954009304486	-1.74105560002714	-0.945949300296294	-0.811656072163272
AT1G03940	2.52243600459939	1.78668420711845	3.25601279371524	1.94735651164455	3.19749066626412	1.78160404010609	1.89347780097326	1.5643019861853	2.25598812902061	1.78542286676713	2.49506400429735	2.6327763344171	3.07804172716301	3.01744753322646	1.57497624262025	2.03141631756954	2.30345450574048	1.89869569523651	1.54356492459832	2.63407841563636
AT1G03990	1.53589464131005	1.38897611994462	1.29130667982211	1.44874093334764	1.6344839917127	2.29164836996618	1.57543661434481	1.2788634273183	1.39968795914682	1.4410905467961	1.55886953957729	1.01084869425109	1.43039577117512	1.22746060803565	1.24028869619237	1.37794282243976	1.86518908348032	1.63333890563741	1.1953795540454	1.74107543804351
AT1G04013	-3.95263073650433	-0.98952218986319	-2.16961536049368	0.506654360803889	-3.38097387806278	0.293825931078992	0.330889367416978	0.161646584108395	-1.89973164926487	-0.238965956606898	-0.931405197815462	-1.70058520691768	-2.63280121637862	-2.09262922246266	0.812462634948754	0.464858332310337	-0.772840660518289	0.0328685016083744	0.0264960336770868	-1.27348656474683
AT1G04023	-1.9625879551097	-2.30813887206847	-2.11839713899497	-0.890513257367252	-1.72418692341613	-1.443986962469	-0.819190452081955	-0.923504667593023	-1.29617854907318	-1.5635393392582	-2.65599675311592	-2.76078304574231	-2.97901780027626	-1.98160344939626	-0.678470913422134	-0.984130632284068	-1.2053019955797	-0.484012733771002	-0.738722075852241	-1.20449318740314
AT1G04030	1.03053991205264	2.13789970047987	4.16500641685355	3.99243321217756	3.51738000962512	3.69277289283461	3.59883473089231	3.94986834635458	3.60144249498825	4.46605623811774	3.59556743581836	4.11705236438451	3.98771313560056	3.8562945878711	4.83129112990898	3.5173764059376	3.37939647728651	3.60564139834129	3.92579118412505	1.86464033648124
AT1G04040	-2.46714952577697	-1.87638206032915	-0.867893576742349	-0.106499222704005	-1.3855572656209	-1.0894129978768	0.0264757612009863	-0.326257211726969	-0.7752261504261	0.0789968420583898	-0.741234221471782	-0.426152924475858	-0.586348050054802	-1.10728734855202	0.524970720031343	-0.518658032973069	-0.432386884157613	-0.672879774751147	0.333344706585276	-0.987582239005348
AT1G04073	-1.89992270272385	-0.514861682619397	0.547948481965235	0.957457435861836	0.381669000494241	1.12015054168297	0.426811361093102	0.829101780987782	0.341619277362258	0.999321141683854	0.152403511738875	0.857220629171873	0.409121992680586	0.266214809613929	1.6399921158006	0.755838387230267	0.550377553917456	0.274276967091779	0.721284511166482	-0.337606167425754
AT1G04077	0.417733420529205	1.40943720170564	4.02380926625816	1.84206374089155	3.51645489395451	1.30221831780822	2.0463920187423	2.56188429538349	1.81739954354655	1.96661043655011	3.38288615539501	3.55309748009781	3.91788207356263	3.43506201713447	3.03668053224876	2.19857355686245	1.75951180011373	1.62548195072314	1.76609825334408	0.358382065092027
AT1G04080	-2.1914408044354	-1.16069521412943	-1.53261339452984	-2.35636988299836	-1.59651701735531	-2.48651288607068	-1.45685840895397	-2.13642839455551	-3.59583238889711	-2.72343584468764	-2.73888032310955	-2.88050766851437	-2.5355574582793	-2.23144393008349	-1.48808470363795	-1.82959300526288	-1.52734220724297	-1.81377417725553	-1.2576666249226	-1.14319123733878
AT1G04097	0.855280154931415	2.01764748565221	1.10113269347386	2.54520647960623	0.840548583841132	2.50158756015804	2.78547779987587	2.81357339683746	2.43189604929821	2.29788599020777	0.780159199373452	1.47272864759085	0.686095641966741	1.11749074760077	2.41586518419557	2.77043673007328	2.17835740509269	2.63389256920696	2.75041507964999	1.90552916499458
