	L155_col_1	L155_vitro_1	L155_vitro_2	L155_vitro_3	L155_col_2	L155_col_3
cds3937	0	11	12	9	0	2
cds3938	69	9	3	6	21	21
cds3939	103	29	13	37	76	79
cds394	7	20	42	17	2	8
cds3940	6	2	0	16	3	28
cds3941	14	157	210	272	2	28
cds3942	91	203	264	440	86	90
cds3943	119	123	160	214	75	161
cds3944	140	300	307	478	175	231
cds3945	10	59	90	109	16	15
cds3946	44	222	302	371	29	82
cds3947	69	361	409	513	67	221
cds3948	48	628	821	1152	47	91
cds3949	54	210	236	322	30	84
cds395	33	40	54	37	15	63
cds3950	196	72	100	92	145	248
cds3951	119	120	160	236	74	158
cds3952	8	24	25	42	0	13
cds3953	32	94	164	194	26	72
cds3954	59	106	173	176	43	93
cds3955	17	21	32	27	1	4
cds3956	11	152	101	196	22	20
cds3957	0	5	12	7	1	0
cds3958	134	161	137	231	119	293
cds3959	29	62	97	175	15	25
cds396	0	4	10	11	0	1
cds3960	14	111	154	166	5	3
cds3961	33	154	216	436	46	93
cds3962	107	1233	1175	2392	83	108
cds3963	503	4903	5387	6478	465	723
cds3964	21	62	77	79	18	28
cds3965	38	68	111	66	23	21
cds3966	9	42	50	76	5	8
cds3967	14	80	51	95	15	16
cds3968	15	92	86	76	30	57
cds3969	23	49	60	94	26	35
cds397	0	1	0	2	5	2
cds3970	4	100	98	108	0	13
cds3971	17	118	97	129	12	11
cds3972	57	533	599	656	32	81
cds3973	14	102	101	173	24	35
cds3974	214	325	315	747	77	261
cds3975	30	82	81	256	30	42
cds3976	9	59	28	156	0	1
cds3977	16	36	22	149	15	13
cds3978	40	157	48	303	15	40
cds3979	15	111	124	122	7	23
cds398	3	0	0	1	0	0
cds3980	12	2	14	5	17	20
cds3981	150	300	280	340	107	257
cds3982	43	182	198	370	11	52
cds3983	29	148	149	267	18	40
cds3984	94	320	439	517	45	84
cds3985	38	26	59	55	22	15
cds3986	57	271	287	408	29	164
cds3987	168	550	614	650	221	426
cds3988	446	1213	1547	1507	294	522
cds3989	8	22	24	32	9	5
cds399	0	1	2	3	0	1
cds3990	4	45	69	66	2	5
cds3991	9	120	165	155	19	40
cds3992	4	53	33	58	3	0
cds3993	45	24	18	39	68	43
cds3994	20	12	17	9	17	13
cds3995	4	8	6	10	4	4
cds3996	804	243	298	384	372	1044
cds3997	119	684	665	596	33	157
cds3998	0	8	9	13	10	1
cds3999	133	413	413	421	93	175
cds4	179	618	683	966	124	273
cds40	56	194	198	311	35	106
cds400	11	3	1	10	9	2
cds4000	36	127	203	201	30	75
cds4001	16	26	25	39	13	16
cds4002	0	0	0	2	0	0
cds4003	0	0	0	0	5	0
cds4004	3	0	2	9	8	6
cds4005	0	7	3	9	0	11
cds4006	2	6	0	0	9	0
cds4007	11	8	1	11	13	0
cds4008	16	19	11	15	1	36
cds4009	10	31	52	87	24	48
cds401	9	5	12	6	1	2
cds4010	0	0	4	2	0	11
cds4011	0	2	2	4	0	7
cds4012	3	0	0	0	1	0
cds4013	3	0	0	0	1	2
cds4014	5	0	3	6	11	7
cds4015	3	6	7	2	9	0
cds4016	0	0	1	2	0	0
cds4017	1	3	1	1	0	0
cds4018	0	3	0	0	0	0
cds4019	5	8	0	13	3	2
cds402	15	1	15	0	14	27
cds4020	13	0	1	6	9	0
cds4021	0	12	7	6	1	1
cds4022	3	0	1	10	9	2
cds4023	4	1	11	2	0	0
cds4024	0	0	0	0	0	0
cds4025	14	12	22	53	11	16
cds4026	4	10	4	10	0	17
cds4027	13	13	34	35	10	0
cds4028	1	7	9	16	0	0
cds4029	0	0	0	0	0	6
cds403	0	0	4	14	23	14
cds4030	0	0	8	3	0	0
cds4031	0	0	0	1	0	0
cds4032	0	0	1	0	0	0
cds4033	0	0	8	4	13	8
cds4034	0	1	3	0	5	6
cds4035	12	16	17	32	2	17
cds4036	28	39	53	88	21	20
cds4037	10	0	14	3	0	7
cds4038	5	3	23	16	29	21
cds4039	1	20	13	9	6	2
cds404	17	82	166	200	22	42
cds4040	0	4	6	8	1	0
cds4041	0	9	9	17	0	16
cds4042	11	39	68	72	23	6
cds4043	4	0	6	1	2	1
cds4044	0	0	0	0	0	0
cds4045	3	3	3	4	4	8
cds4046	1	2	5	4	0	5
cds4047	11	44	39	29	15	9
cds4048	0	0	2	2	0	0
cds4049	4	0	4	2	2	1
cds405	25	90	135	173	13	3
cds4050	3	0	2	0	3	7
cds4051	5	0	0	0	0	0
cds4052	11	0	0	0	0	3
cds4053	36	19	35	74	9	47
cds4054	1	6	7	22	1	3
cds4055	11	3	26	6	5	0
cds4056	31	42	25	22	11	64
cds4057	7	7	14	19	8	22
cds4058	3	68	64	128	1	0
cds4059	182	234	337	436	97	150
cds406	6	1	4	4	5	1
cds4060	87	497	524	946	90	171
cds4061	24	80	59	90	5	23
cds4062	3	3	1	6	2	0
cds4063	30	148	105	226	6	13
cds4064	27	228	258	361	10	25
cds4065	12	43	30	56	10	4
cds4066	46	177	126	152	21	62
cds4067	224	1267	1539	1788	250	353
cds4068	93	569	729	722	77	174
cds4069	13	62	53	86	26	26
cds407	5	8	65	74	34	22
cds4070	11	126	161	159	10	19
cds4071	58	70	70	78	30	81
cds4072	8	24	37	40	9	20
cds4073	23	45	67	52	17	33
cds4074	27	170	93	238	21	18
cds4075	93	734	810	1102	75	137
cds4076	502	224	175	281	524	935
cds4077	110	583	600	605	148	292
cds4078	7	16	16	23	0	9
cds4079	369	671	852	1259	211	401
cds408	8	46	93	91	36	12
cds4080	127	181	271	352	135	197
cds4081	418	253	144	81	96	269
cds4082	83	114	136	105	86	139
cds4083	14	38	36	45	7	1
cds4084	36	143	143	177	34	23
cds4085	12	99	116	125	1	24
cds4086	31	429	402	510	27	59
cds4087	2	0	11	7	4	0
cds4088	150	182	256	296	61	148
cds4089	23	211	324	414	45	19
cds409	63	94	98	81	5	42
cds4090	76	524	651	572	57	125
cds4091	35	132	180	209	32	118
cds4092	211	395	396	556	251	463
cds4093	28	13	18	63	6	30
cds4094	149	230	255	354	128	160
cds4095	66	557	702	1299	78	84
cds4096	23	150	297	519	44	36
cds4097	0	3	7	14	2	0
cds4098	181	1379	1623	1837	168	228
cds4099	54	377	412	551	45	70
cds41	38	82	75	133	3	55
cds410	22	44	61	101	28	14
cds4100	1	74	61	71	3	3
cds4101	0	11	21	20	0	5
cds4102	67	331	393	678	28	69
cds4103	221	424	513	580	129	368
cds4104	3	79	46	67	7	0
cds4105	93	189	269	339	48	97
cds4106	44	348	418	433	35	72
cds4107	25	284	292	339	22	25
cds4108	9	5	0	7	4	13
cds4109	16	44	50	33	8	13
cds411	3	11	13	18	3	0
cds4110	10	41	66	97	0	4
cds4111	117	257	240	384	33	91
cds4112	10	69	77	136	12	21
cds4113	64	169	174	285	26	81
cds4114	33	57	123	102	18	45
cds4115	8	91	65	83	1	12
cds4116	318	702	720	1072	290	397
cds4117	12	131	144	155	29	17
cds4118	41	230	203	269	6	67
cds4119	253	517	517	1015	228	466
cds412	8	9	3	14	19	20
cds4120	14	12	33	56	25	22
cds4121	6	21	24	62	8	0
cds4122	645	16	50	19	425	1238
cds4123	20	69	72	98	19	8
cds4124	69	12	8	1	11	41
cds4125	51	23	8	4	16	58
cds4126	17	49	60	103	9	38
cds4127	14	8	34	50	0	12
cds4128	37	18	20	17	5	27
cds4129	21	9	14	33	7	14
cds413	7	18	14	14	9	3
cds4130	9	0	0	0	2	6
cds4131	3	5	13	4	5	6
cds4132	5	20	13	37	13	19
cds4133	21	68	81	128	39	37
cds4134	124	6	28	13	160	265
cds4135	55	15	14	17	65	134
cds4136	11	19	7	8	3	17
cds4137	698	522	323	73	334	847
cds4138	33	79	27	24	10	49
cds4139	12	67	39	3	18	10
cds414	13	25	30	39	7	5
cds4140	49	188	47	22	46	48
cds4141	63	182	107	38	22	112
cds4142	285	890	344	103	249	454
cds4143	46	162	132	208	10	40
cds4144	2	22	36	42	10	20
cds4145	3	9	14	5	8	8
cds4146	13	31	32	49	6	18
cds4147	17	294	391	504	15	29
cds4148	140	358	290	576	126	143
cds4149	51	121	104	160	14	80
cds415	5	25	16	25	3	9
cds4150	12	256	263	270	15	25
cds4151	41	406	437	492	23	38
cds4152	34	50	48	55	30	47
cds4153	10	7	4	7	11	10
cds4154	7	81	143	20	0	0
cds4155	18	144	192	35	16	19
cds4156	43	278	305	53	26	49
cds4157	14	43	46	49	5	6
cds4158	552	1327	1616	1655	111	425
cds4159	54	689	843	1305	8	114
cds416	63	967	952	1520	77	149
cds4160	13	27	14	56	11	25
cds4161	20	0	3	1	9	24
cds4162	59	2	3	12	75	112
cds4163	24	0	10	24	3	0
cds4164	22	9	1	4	26	18
cds4165	9	0	0	1	2	13
cds4166	1826	534	588	804	1606	3612
cds4167	22	43	57	58	20	46
cds4168	11	36	34	88	7	15
cds4169	498	79	66	147	790	1118
cds417	65	352	409	491	129	153
cds4170	3	17	4	12	2	1
cds4171	93	156	198	205	42	83
cds4172	61	167	172	224	23	85
cds4173	6	49	32	18	0	9
cds4174	37	66	85	129	33	79
cds4175	80	95	132	232	25	114
cds4176	64	105	67	145	47	77
cds4177	20	53	23	62	17	25
cds4178	16	29	42	38	43	12
cds4179	16	0	7	2	8	31
cds418	175	3116	3431	3899	173	247
cds4180	90	4	3	6	20	92
cds4181	132	1	13	14	93	321
cds4182	4	1	12	24	0	5
cds4183	25	33	45	65	14	38
cds4184	16	14	5	17	17	9
cds4185	168	7	3	7	400	308
cds4186	33	5	3	0	19	34
cds4187	33	6	6	6	19	7
cds4188	12	0	0	0	4	11
cds4189	8	0	2	5	10	29
cds419	22	75	109	135	8	32
cds4190	46	7	7	22	17	27
cds4191	1	5	0	1	6	0
cds4192	70	29	9	15	44	86
cds4193	2	5	2	20	14	14
cds4194	13	20	12	13	2	0
cds4195	31	52	40	47	16	73
cds4196	21	4	2	3	37	3
cds4197	22	6	1	5	8	11
cds4198	9	4	1	0	15	7
cds4199	2	2	0	6	0	0
cds42	11	66	71	89	12	24
cds420	10	94	100	146	11	32
cds4200	16	0	2	0	8	36
cds4201	26	1	10	2	16	27
cds4202	7	55	43	103	2	4
cds4203	7	84	85	111	2	4
cds4204	10	62	55	73	4	35
cds4205	17	222	250	332	21	26
cds4206	28	315	292	371	12	30
cds4207	2	65	77	73	0	0
cds4208	109	2738	2896	3238	65	295
cds4209	33	735	680	1205	22	73
cds421	7	137	149	171	8	15
cds4210	67	58	37	78	28	53
cds4211	58	18	22	25	47	91
cds4212	15	20	29	12	4	8
cds4213	35	15	8	19	3	32
cds4214	204	53	69	63	93	219
cds4215	34	37	24	41	15	38
cds4216	21	41	40	42	19	38
cds4217	0	0	0	2	0	0
cds4218	83	355	423	450	47	47
cds4219	35	311	339	464	19	44
cds422	13	242	312	203	6	38
cds4220	225	458	490	609	92	281
cds4221	109	179	190	227	71	224
cds4222	10	15	13	14	12	22
cds4223	63	18	4	27	60	46
cds4224	85	1005	862	1230	49	134
cds4225	3	8	17	14	2	0
cds4226	7	3	7	11	0	0
cds4227	3	0	1	4	0	12
cds4228	2	0	0	0	4	0
cds4229	5	0	2	3	4	0
cds423	0	0	0	2	2	3
cds4230	12	4	6	9	0	8
cds4231	5	21	13	33	8	5
cds4232	9	11	11	24	5	8
cds4233	16	128	137	156	20	53
cds4234	127	591	646	833	56	193
cds4235	394	139	87	144	161	475
cds4236	73	116	134	126	39	74
cds4237	11	148	242	336	12	34
cds4238	12	81	68	97	9	26
cds4239	144	1071	1333	1313	119	284
cds424	55	15	11	25	58	54
cds4240	60	438	296	484	52	69
cds4241	9	40	38	51	12	21
cds4242	3	22	56	57	6	6
cds4243	30	15	10	25	47	25
cds4244	47	190	250	474	75	49
cds4245	141	702	665	747	90	169
cds4246	3	37	38	64	22	8
cds4247	29	173	170	179	22	29
cds4248	11	20	35	35	7	10
cds4249	9	0	2	5	24	21
cds425	0	3	0	0	0	0
cds4250	321	123	102	130	106	264
cds4251	416	1340	1803	1431	729	905
cds4252	322	251	297	354	250	416
cds4253	183	190	229	290	134	165
cds4254	20	38	43	61	24	20
cds4255	173	1815	1889	1955	110	141
cds4256	7	6	1	15	4	2
cds4257	0	0	2	1	0	1
cds4258	10	28	12	27	17	6
cds4259	14	3	4	4	4	29
cds426	47	9	12	8	58	80
cds4260	10	0	0	0	7	1
cds4261	22	36	44	44	11	18
cds4262	319	43	44	82	49	461
cds4263	215	43	34	56	40	326
cds4264	712	70	115	129	141	1023
cds4265	4	61	64	104	10	1
cds4266	4	25	40	23	3	9
cds4267	237	800	1007	870	88	360
cds4268	819	12	7	17	310	669
cds4269	6	408	446	586	24	9
cds427	40	7	0	0	96	157
cds4270	2	212	440	452	5	2
cds4271	1	112	158	128	0	8
cds4272	6	148	206	239	0	5
cds4273	4	779	1090	717	18	16
cds4274	9	586	800	880	0	7
cds4275	4	289	270	309	5	0
cds4276	0	653	807	814	0	3
cds4277	6	409	489	555	13	5
cds4278	3	298	351	524	1	1
cds4279	11	50	59	71	14	18
cds428	39	4	2	1	53	41
cds4280	79	663	580	961	30	53
cds4281	77	109	79	77	14	40
cds4282	33	400	460	880	47	78
cds4283	15	374	348	359	3	31
cds4284	6	10	19	44	7	13
cds4285	34	506	542	748	56	80
cds4286	80	684	675	1505	56	133
cds4287	69	523	582	1066	119	125
cds4288	32	124	140	205	5	20
cds4289	56	271	316	386	81	82
cds429	36	8	0	1	57	93
cds4290	11	5	3	13	6	6
cds4291	0	12	11	22	0	7
cds4292	125	13	5	35	70	263
cds4293	68	0	14	2	46	77
cds4294	14	0	0	0	3	12
cds4295	27	35	32	48	24	16
cds4296	849	661	632	692	267	1368
cds4297	37	69	104	126	16	46
cds4298	97	511	571	649	49	121
cds4299	85	449	403	645	34	51
cds43	37	36	56	73	16	72
cds430	13	11	18	28	9	38
cds4300	20	82	116	160	15	41
cds4301	44	44	27	71	40	117
cds4302	56	8	7	20	51	81
cds4303	12	2	0	0	4	4
cds4304	25	9	5	20	14	7
cds4305	14	0	10	19	0	13
cds4306	3	0	0	1	0	8
cds4307	3	4	0	2	9	5
cds4308	10	16	23	18	10	3
cds4309	6	5	12	16	6	31
cds431	1	12	4	11	1	0
cds4310	2	12	9	16	11	12
cds4311	6	41	42	58	8	5
cds4312	13	16	36	57	12	20
cds4313	7	17	31	39	0	16
cds4314	2	21	43	40	5	26
cds4315	2	0	0	16	0	4
cds4316	4	37	16	38	4	0
cds4317	19	4	2	2	11	21
cds4318	16	2	6	19	10	3
cds4319	0	0	0	0	4	0
cds432	14	40	64	81	22	29
cds4320	3	0	4	1	0	0
cds4321	3	11	18	18	3	26
cds4322	27	22	47	69	5	9
cds4323	44	27	31	40	22	59
cds4324	2	11	6	9	0	7
cds4325	14	10	51	58	16	32
cds4326	9	12	15	11	8	4
cds4327	19	14	17	34	17	17
cds4328	4	1	0	0	1	3
cds4329	3	0	0	0	0	0
cds433	33	10	7	28	16	28
cds4330	10	16	5	17	0	6
cds4331	0	2	7	15	4	0
cds4332	5	15	8	23	9	11
cds4333	5	0	0	4	8	0
cds4334	5	1	8	9	20	9
cds4335	10	12	9	9	14	38
cds4336	15	70	47	99	9	18
cds4337	3	7	9	37	5	3
cds4338	16	2	2	8	5	10
cds4339	40	8	26	8	35	28
cds434	78	303	190	342	57	75
cds4340	18	17	13	26	21	17
cds4341	108	8	6	14	89	248
cds4342	17	172	108	147	33	39
cds4343	9	0	4	11	5	0
cds4344	326	18	9	15	84	247
cds4345	112	5	0	1	33	94
cds4346	25	0	0	4	0	40
cds4347	0	0	0	10	3	0
cds4348	5	12	17	21	10	10
cds4349	4	10	26	33	14	12
cds435	0	48	57	82	16	17
cds4350	0	0	4	3	0	4
cds4351	0	0	3	0	6	0
cds4352	0	8	9	11	0	4
cds4353	0	0	2	3	0	4
cds4354	104	702	649	938	121	192
cds4355	32	301	242	358	13	32
cds4356	456	1254	1334	1341	326	760
cds4357	1	22	41	4	0	7
cds4358	13	12	12	50	8	3
cds4359	14	8	2	1	0	7
cds436	106	26	22	32	92	115
cds4360	21	27	34	14	0	18
cds4361	9	19	32	34	3	4
cds4362	19	17	14	28	9	6
cds4363	9	3	21	6	5	18
cds4364	14	0	9	16	6	37
cds4365	75	3	32	13	102	110
cds4366	17	47	78	69	10	12
cds4367	2	3	0	12	0	16
cds4368	423	771	1133	941	546	770
cds4369	171	43	218	147	108	356
cds437	27	1478	1249	1823	20	87
cds4370	12	79	85	170	9	26
cds4371	18	53	53	34	7	28
cds4372	475	1079	1148	1301	251	558
cds4373	59	180	198	358	52	51
cds4374	15	77	51	54	12	27
cds4375	16	44	61	94	11	39
cds4376	37	97	124	67	13	38
cds4377	22	147	146	163	12	45
cds4378	316	832	1189	1211	69	348
cds4379	56	95	140	158	23	51
cds438	6	225	200	142	15	6
cds4380	21	109	140	201	15	41
cds4381	0	124	133	227	11	61
cds4382	36	54	71	146	16	28
cds4383	11	38	47	57	12	7
cds4384	569	170	156	183	159	845
cds4385	52	12	12	19	26	65
cds4386	5	8	3	27	6	25
cds4387	21	34	25	23	28	102
cds4388	45	16	32	38	46	84
cds4389	8	20	44	17	14	35
cds439	1	41	46	69	0	6
cds4390	29	68	72	87	28	21
cds4391	154	113	97	107	86	244
cds4392	26	22	25	29	14	12
cds4393	7	12	8	2	0	12
cds4394	27	21	30	72	19	32
cds4395	12	32	27	27	0	5
cds4396	3	18	22	21	0	16
cds4397	148	124	151	208	32	120
cds4398	138	377	439	468	78	158
cds4399	41	131	226	258	25	37
cds44	2	47	43	62	5	14
cds440	0	109	70	93	1	1
cds4400	71	321	298	438	43	70
cds4401	33	189	152	357	41	73
cds4402	42	162	175	288	50	72
cds4403	57	294	321	562	55	111
cds4404	34	91	78	254	17	70
cds4405	2600	7	5	9	775	2162
cds4406	12	38	37	45	13	23
cds4407	41	107	114	91	20	29
cds4408	0	8	27	32	2	10
cds4409	4	6	23	25	2	2
cds441	15	22	35	32	12	35
cds4410	0	18	21	17	5	11
cds4411	5	2	6	5	0	0
cds4412	2	4	6	19	3	0
cds4413	49	30	70	94	25	52
cds4414	0	10	8	16	5	0
cds4415	9	94	119	117	11	42
cds4416	2	41	85	83	0	14
cds4417	23	0	0	8	27	13
cds4418	91	22	23	45	45	61
cds4419	50	3	20	1	31	102
cds442	53	218	228	361	12	68
cds4420	7	0	2	1	0	8
cds4421	20	87	125	129	22	22
cds4422	9	21	39	34	20	12
cds4423	57	478	698	888	36	110
cds4424	61	334	416	618	18	86
cds4425	7	331	314	674	17	60
cds4426	55	453	550	787	11	88
cds4427	21	989	1271	1454	19	63
cds4428	0	23	33	63	1	7
cds4429	225	399	450	758	252	293
cds443	71	330	387	485	34	102
cds4430	3	4	19	10	16	9
cds4431	275	651	721	748	178	405
cds4432	5	21	41	42	13	37
cds4433	1	34	26	45	2	0
cds4434	129	144	167	264	48	155
cds4435	21	349	243	674	14	33
cds4436	148	556	670	1104	69	166
cds4437	50	309	346	483	37	62
cds4438	41	232	160	288	12	38
cds4439	33	117	166	221	57	45
cds444	25	0	19	7	14	23
cds4440	174	1655	1622	2370	84	200
cds4441	28	305	273	556	39	47
cds4442	0	2	4	5	4	0
cds4443	12	14	24	51	2	14
cds4444	119	116	137	163	102	237
cds4445	437	160	235	202	476	1072
cds4446	37	92	151	174	12	37
cds4447	10	27	17	44	5	0
cds4448	52	753	646	1388	58	49
cds4449	0	0	0	0	2	0
cds445	10	19	30	39	22	53
cds4450	637	1170	1085	1420	544	868
cds4451	213	1620	1747	2579	109	298
cds4452	3	54	36	61	2	14
cds4453	3	130	98	175	26	60
cds4454	6	62	104	103	8	17
cds4455	35	80	114	101	9	42
cds4456	24	256	314	450	34	113
cds4457	10	94	151	227	12	4
cds4458	6	63	99	71	16	25
cds4459	185	135	262	132	90	270
cds446	27	44	43	72	16	14
cds4460	0	17	61	53	2	11
cds4461	10	87	155	258	22	12
cds4462	10	38	55	116	0	3
cds4463	8	70	125	158	4	29
cds4464	79	238	412	362	29	120
cds4465	9	38	57	70	12	6
cds4466	15	165	274	302	3	14
cds4467	88	639	643	922	82	151
cds4468	66	233	222	325	52	99
cds4469	125	1253	1180	1600	116	196
cds447	51	150	278	262	66	196
cds4470	2	35	1	28	0	8
cds4471	27	114	170	190	17	17
cds4472	0	50	49	101	13	1
cds4473	9	62	114	156	44	25
cds4474	0	0	0	0	0	0
cds4475	42	0	11	15	49	37
cds4476	71	10	13	15	47	106
cds4477	59	107	116	126	35	102
cds4478	15	78	64	91	11	20
cds4479	38	37	40	38	3	13
cds448	58	35	27	33	52	84
cds4480	35	114	127	127	15	30
cds4481	78	446	538	825	51	101
cds4482	4	23	23	29	0	2
cds4483	0	1	7	4	0	2
cds4484	24	124	100	173	51	43
cds4485	9	28	14	55	21	45
cds4486	6	5	5	15	4	1
cds4487	2	0	0	0	0	6
cds4488	41	88	119	190	40	30
cds4489	6	5	10	10	3	7
cds449	3	9	2	6	1	18
cds4490	23	98	158	123	1	12
cds4491	8	0	1	4	3	0
cds4492	0	4	0	4	0	9
cds4493	2	7	6	4	0	5
cds4494	3	0	0	6	0	8
cds4495	2	9	4	3	11	15
cds4496	2	2	1	1	2	25
cds4497	5	8	12	10	4	9
cds4498	0	4	0	6	1	0
cds4499	11	22	26	63	21	64
cds45	143	423	520	687	65	238
cds450	203	90	84	131	116	382
cds4500	0	12	0	4	1	2
cds4501	6	16	10	14	10	14
cds4502	18	12	8	25	21	21
cds4503	4	2	0	0	3	3
cds4504	6	3	16	9	13	15
cds4505	8	10	7	3	5	0
cds4506	0	0	7	8	8	15
cds4507	0	0	2	2	0	0
cds4508	0	0	5	0	9	1
cds4509	1	0	2	0	0	2
cds451	160	77	65	120	120	234
cds4510	15	3	0	9	8	9
cds4511	0	1	1	1	0	2
cds4512	0	0	0	1	0	0
cds4513	4	0	0	0	3	4
cds4514	2	4	0	8	0	13
cds4515	4	43	66	86	7	20
cds4516	6	29	29	19	25	43
cds4517	1	4	0	9	1	21
cds4518	12	3	3	0	0	1
cds4519	9	7	0	5	8	7
cds452	2297	373	562	497	821	1933
cds4520	0	8	7	6	4	4
cds4521	31	76	106	181	29	48
cds4522	17	21	28	68	16	45
cds4523	56	441	467	762	28	121
cds4524	46	453	519	494	20	41
cds4525	70	236	283	236	87	106
cds4526	3293	1721	1947	2465	1142	1377
cds4527	1275	1395	1396	1889	841	981
cds4528	17	16	14	29	0	39
cds4529	26	16	25	24	31	36
cds453	136	154	134	208	21	75
cds4530	0	7	4	7	1	11
cds4531	13	0	7	23	34	11
cds4532	9	13	11	18	7	1
cds4533	0	6	16	14	1	11
cds4534	25	21	21	29	9	35
cds4535	0	10	6	25	3	7
cds4536	3	1	0	3	0	6
cds4537	12	3	19	26	19	21
cds4538	4	19	8	2	0	4
cds4539	2	7	3	7	0	3
cds454	80	155	126	127	31	77
cds4540	6	6	7	15	10	3
cds4541	7	12	0	2	1	11
cds4542	4	1	6	5	0	2
cds4543	3	0	0	3	0	6
cds4544	0	0	0	2	9	0
cds4545	1	4	3	3	0	0
cds4546	0	0	7	1	0	8
cds4547	3	8	9	13	14	5
cds4548	2	7	26	22	0	0
cds4549	6	37	27	35	17	1
cds455	402	34	63	85	525	761
cds4550	54	13	11	11	83	159
cds4551	10	4	0	4	9	29
cds4552	4	0	0	11	1	10
cds4553	25	7	6	2	17	25
cds4554	23	6	8	9	16	16
cds4555	4	0	0	0	0	0
cds4556	18	0	1	2	0	15
cds4557	6	0	7	1	26	13
cds4558	10	75	61	58	21	9
cds4559	18	43	32	35	12	25
cds456	85	209	187	363	59	105
cds4560	6	0	1	6	0	0
cds4561	3	8	4	0	6	9
cds4562	8	6	21	18	0	10
cds4563	10	25	19	11	13	16
cds4564	10	16	8	17	12	15
cds4565	19	13	9	6	9	21
cds4566	18	4	0	5	6	18
cds4567	91	11	18	37	29	176
cds4568	8	42	61	62	18	9
cds4569	29	49	46	63	7	84
cds457	3882	209	214	236	904	2247
cds4570	0	0	8	0	16	0
cds4571	12	78	113	169	18	21
cds4572	15	39	56	99	24	7
cds4573	15	46	73	84	6	2
cds4574	2	21	17	22	14	11
cds4575	39	85	219	211	11	44
cds4576	48	197	448	499	54	86
cds4577	25	136	173	191	11	11
cds4578	22	72	73	173	48	14
cds4579	24	42	46	47	0	49
cds458	1012	99	113	99	311	721
cds4580	4	35	43	58	0	26
cds4581	0	0	0	0	0	0
cds4582	1	12	6	6	4	3
cds4583	2	18	22	21	0	1
cds4584	28	46	44	80	11	20
cds4585	14	33	19	37	11	6
cds4586	31	28	30	20	21	49
cds4587	23	46	42	64	10	10
cds4588	14	29	9	56	33	15
cds4589	6	8	0	3	0	7
cds459	44	231	280	675	21	29
cds4590	8	75	103	125	13	8
cds4591	5	8	6	7	4	3
cds4592	25	9	24	23	9	38
cds4593	7	8	25	18	0	25
cds4594	4	19	11	26	3	11
cds46	49	306	322	389	81	128
cds460	32	668	643	1120	59	90
cds461	227	186	197	305	213	372
cds462	231	143	108	11	89	241
cds463	6	72	51	51	19	35
cds464	37	131	84	114	16	36
cds465	13	151	132	156	27	75
cds466	146	319	313	403	125	208
cds467	0	6	1	1	0	0
cds468	1	4	0	5	8	0
cds469	129	580	659	767	54	203
cds47	28	70	89	152	14	27
cds470	83	716	925	1184	76	153
cds471	173	1248	1267	1544	102	290
cds472	6	96	102	105	7	23
cds473	60	448	540	648	51	81
cds474	61	9	14	27	67	83
cds475	6	10	12	13	3	4
cds476	9	21	8	19	0	6
cds477	27	36	30	23	19	12
cds478	12	36	53	65	21	17
cds479	16	12	21	37	6	11
cds48	95	263	314	318	73	183
cds480	20	70	33	42	8	2
cds481	0	4	4	9	2	7
cds482	5	10	11	16	0	7
cds483	45	39	31	55	3	36
cds484	0	6	6	8	0	8
cds485	9	28	17	34	3	15
cds486	24	33	31	84	9	14
cds487	14	11	35	33	1	6
cds488	14	26	24	32	34	38
cds489	3	35	20	13	10	14
cds49	42	233	274	321	39	57
cds490	4	19	41	46	10	28
cds491	9	15	18	38	1	10
cds492	6	4	6	15	4	0
cds493	21	76	68	58	18	5
cds494	11	15	19	28	3	14
cds495	11	13	23	24	34	25
cds496	2	7	8	7	2	0
cds497	11	7	10	20	0	19
cds498	15	17	12	23	10	9
cds499	3	5	2	7	0	4
cds5	1	27	6	12	1	2
cds50	18	188	189	288	16	27
cds500	17	86	134	174	15	29
cds501	3	12	7	29	3	0
cds502	5	7	3	6	10	12
cds503	263	83	36	45	29	155
cds504	16	4	4	5	5	13
cds505	5	0	4	0	2	2
cds506	30	18	7	11	13	19
cds507	0	26	3	8	2	5
cds508	20	18	29	22	17	26
cds509	68	56	59	74	14	55
cds51	10	72	85	109	0	25
cds510	27	7	15	30	9	10
cds511	4	0	7	2	8	2
cds512	5	0	7	8	9	4
cds513	30	55	87	83	5	30
cds514	2	2	14	13	0	0
cds515	39	179	203	156	13	36
cds516	48	157	205	175	15	88
cds517	27	161	239	276	12	13
cds518	1	0	6	3	1	0
cds519	8	0	0	0	0	0
cds52	9	51	36	101	25	26
cds520	0	0	0	0	3	0
cds521	5	2	2	1	10	5
cds522	9	3	5	14	0	6
cds523	0	0	0	0	0	0
cds524	0	1	2	5	13	5
cds525	3	0	4	10	0	9
cds526	3	1	3	1	3	9
cds527	0	1	3	0	5	0
cds528	11	6	11	13	9	10
cds529	0	0	2	0	0	0
cds53	11	17	39	23	17	9
cds530	10	15	4	6	4	1
cds531	2	0	7	0	2	4
cds532	17	0	11	17	7	16
cds533	0	0	0	0	0	0
cds534	0	0	2	0	0	0
cds535	7	15	17	3	8	20
cds536	1	0	4	0	0	0
cds537	7	0	6	11	3	9
cds538	8	5	7	19	2	0
cds539	4	6	5	3	3	0
cds54	26	120	150	293	20	40
cds540	16	14	22	26	7	14
cds541	12	34	29	30	13	7
cds542	18	9	28	29	3	18
