	L404_col_1	L404_col_2	L404_vitro_1	L404_vitro_2	L404_vitro_3	L404_col_3
cds3184	30	3	7	7	48	6
cds3185	3	0	16	11	57	15
cds3186	461	40	408	334	971	144
cds3187	157	15	45	38	85	79
cds3188	357	29	47	33	102	382
cds3189	217	21	37	41	113	96
cds319	57	6	9	2	8	20
cds3190	245	15	61	30	156	24
cds3191	398	39	41	39	121	148
cds3192	60	5	9	9	42	36
cds3193	53	3	7	12	38	20
cds3194	62	1	12	16	31	14
cds3195	33	5	18	19	79	33
cds3196	29	1	9	15	26	5
cds3197	192	15	58	39	148	62
cds3198	21	3	17	14	34	0
cds3199	28	1	21	31	46	11
cds32	71	5	17	19	35	14
cds320	1	0	0	10	14	0
cds3200	8	0	0	3	0	0
cds3201	228	16	26	33	48	175
cds3202	23	6	13	13	20	13
cds3203	36	2	4	22	43	21
cds3204	122	12	52	54	85	53
cds3205	248	12	31	47	90	73
cds3206	115	8	22	17	41	45
cds3207	139	15	5	5	21	104
cds3208	9	1	12	13	10	12
cds3209	29	3	2	5	2	10
cds321	140	6	141	199	394	97
cds3210	679	41	76	73	156	347
cds3211	215	43	46	93	158	110
cds3212	102	5	30	21	41	31
cds3213	11	4	9	13	31	0
cds3214	38	6	12	28	18	7
cds3215	27	0	14	30	23	14
cds3216	31	5	13	12	31	1
cds3217	46	2	15	13	70	29
cds3218	29	5	14	16	48	36
cds3219	20	8	6	9	19	16
cds322	76	4	131	130	369	57
cds3220	52	7	9	19	19	64
cds3221	7	2	1	1	5	7
cds3222	65	2	10	12	35	16
cds3223	238	21	3	2	6	184
cds3224	293	13	2	3	19	209
cds3225	18	1	4	11	18	11
cds3226	16	0	2	1	0	12
cds3227	0	0	0	0	0	0
cds3228	11	3	2	4	4	11
cds3229	16	4	23	21	78	12
cds323	25	2	50	32	84	65
cds3230	27	2	51	59	151	25
cds3231	888	83	7904	8232	21140	553
cds3232	127	23	2440	2125	4516	34
cds3233	161	16	2956	2633	4359	135
cds3234	213	18	136	108	291	100
cds3235	1216	78	209	150	357	502
cds3236	265	18	110	100	322	125
cds3237	41	4	37	15	64	30
cds3238	191	15	29	29	122	56
cds3239	5	1	5	0	0	1
cds324	40	1	60	59	162	25
cds3240	321	33	12	29	59	156
cds3241	503	26	175	147	460	248
cds3242	47	7	33	30	90	91
cds3243	1581	131	1032	941	2095	2490
cds3244	114	14	103	125	243	44
cds3245	52	1	50	36	133	48
cds3246	6	1	3	8	9	11
cds3247	915	95	182	198	598	300
cds3248	1725	179	634	632	1793	1731
cds3249	28	0	45	55	174	6
cds325	6	0	36	25	126	3
cds3250	87	9	123	95	377	32
cds3251	297	29	158	159	374	201
cds3252	739	52	86	100	231	450
cds3253	9	1	11	13	48	0
cds3254	39	2	125	156	173	80
cds3255	411	30	425	105	644	387
cds3256	1856	102	1785	91	3803	398
cds3257	124	5	642	14	1065	29
cds3258	100	6	351	24	375	15
cds3259	21	2	7	3	34	35
cds326	100	19	304	247	556	55
cds3260	30	4	8	5	54	12
cds3261	21	2	6	4	14	2
cds3262	454	46	396	212	1270	250
cds3263	0	0	7	6	40	1
cds3264	67	7	125	82	161	45
cds3265	895	67	680	674	1942	397
cds3266	51	6	152	100	271	32
cds3267	401	44	312	266	689	232
cds3268	1410	64	173	141	590	319
cds3269	2120	185	377	346	1120	976
cds327	120	11	78	61	252	93
cds3270	7535	618	6100	5402	11227	2769
cds3271	308	19	537	447	869	85
cds3272	44	3	64	34	107	44
cds3273	24	8	0	5	6	8
cds3274	645	62	38	29	72	322
cds3275	182	25	358	339	1010	75
cds3276	264	42	759	673	2000	214
cds3277	9	0	55	53	77	0
cds3278	76	5	272	231	755	51
cds3279	80	9	176	178	478	17
cds328	108	3	7	6	1	47
cds3280	145	23	311	312	1346	191
cds3281	9	0	92	49	205	3
cds3282	58	6	264	182	830	18
cds3283	42	7	143	82	472	0
cds3284	19	0	23	41	143	3
cds3285	79	12	16	17	42	85
cds3286	271	30	268	217	582	68
cds3287	131	12	203	179	532	76
cds3288	63	11	130	87	463	10
cds3289	16	1	15	11	75	0
cds329	1109	97	227	214	331	581
cds3290	11	4	41	22	91	34
cds3291	21	2	44	24	91	14
cds3292	51	8	67	83	241	7
cds3293	12	1	38	23	88	7
cds3294	245	34	105	108	487	89
cds3295	30	3	91	85	304	22
cds3296	16	4	58	54	160	5
cds3297	62	10	110	124	440	17
cds3298	26	9	47	35	154	5
cds3299	8	3	42	26	72	18
cds33	316	9	22	45	91	116
cds330	333	30	456	540	939	140
cds3300	16	3	15	6	49	6
cds3301	41	1	11	11	52	17
cds3302	48	9	46	16	100	16
cds3303	1	1	11	6	18	2
cds3304	96	6	161	138	332	63
cds3305	2	0	33	25	77	4
cds3306	44	6	144	118	373	26
cds3307	10	9	56	53	134	3
cds3308	89	11	113	88	251	25
cds3309	91	18	134	112	314	70
cds331	92	7	77	58	129	90
cds3310	190	19	408	229	965	22
cds3311	139	6	78	68	224	30
cds3312	15	3	15	12	70	52
cds3313	211	11	94	69	228	11
cds3314	153	11	48	43	124	37
cds3315	81	6	32	42	42	41
cds3316	174	13	79	68	228	111
cds3317	19	4	9	16	22	6
cds3318	98	5	28	32	59	40
cds3319	80	3	32	19	33	53
cds332	31	2	40	26	63	19
cds3320	2494	216	1112	1205	3404	1640
cds3321	273	44	80	110	323	164
cds3322	779	32	397	497	881	431
cds3323	1715	136	55	53	127	1169
cds3324	586	49	95	128	269	503
cds3325	1714	141	429	362	1071	938
cds3326	47	1	15	16	50	18
cds3327	79	9	47	35	93	88
cds3328	48	5	40	63	107	33
cds3329	293	30	353	333	574	121
cds333	205	24	105	109	177	99
cds3330	3926	345	2484	2551	6435	1802
cds3331	1174	126	1876	1982	6004	735
cds3332	390	33	327	331	854	188
cds3333	5	0	10	6	21	0
cds3334	1008	95	285	320	824	1132
cds3335	126	11	113	115	390	43
cds3336	235	17	116	105	210	116
cds3337	991	82	456	352	969	428
cds3338	95	12	74	49	134	32
cds3339	754	75	6659	5359	23230	334
cds334	138	15	6	8	20	69
cds3340	173	18	299	319	523	325
cds3341	21	0	37	44	64	9
cds3342	157	17	248	195	645	122
cds3343	61	11	67	57	168	39
cds3344	12	0	7	6	32	0
cds3345	5	5	2	6	17	0
cds3346	216	16	214	166	529	29
cds3347	423	36	427	260	655	124
cds3348	30	6	116	80	252	9
cds3349	173	8	79	101	253	63
cds335	1170	128	342	355	1237	475
cds3350	623	27	5	13	8	413
cds3351	413	27	891	1049	2475	352
cds3352	167	29	1396	1658	4083	148
cds3353	1392	105	1067	940	2356	760
cds3354	2807	180	61	57	67	1669
cds3355	1	0	0	4	6	3
cds3356	1862	140	736	970	2007	1133
cds3357	63	9	773	550	2210	41
cds3358	267	25	33	47	126	231
cds3359	317	32	383	302	1045	240
cds336	376	19	36	39	113	151
cds3360	571	46	1334	1131	3115	379
cds3361	66	8	150	149	300	21
cds3362	295	19	404	342	1155	174
cds3363	263	17	321	281	681	166
cds3364	205	10	223	179	562	79
cds3365	476	35	178	132	628	192
cds3366	50	8	29	30	98	8
cds3367	485	35	185	205	495	210
cds3368	57	2	10	24	30	33
cds3369	11	6	11	20	61	11
cds337	67	12	14	13	32	41
cds3370	250	25	154	125	449	110
cds3371	472	40	321	251	825	222
cds3372	116	13	8	13	25	50
cds3373	20	1	2	0	3	0
cds3374	115	4	5	1	29	48
cds3375	428	56	2153	2426	4766	417
cds3376	1050	96	2562	2696	5385	702
cds3377	0	0	18	15	15	1
cds3378	230	17	212	168	524	102
cds3379	1115	92	585	493	1628	967
cds338	134	11	43	38	102	57
cds3380	147	19	71	70	118	174
cds3381	1028	46	214	166	660	479
cds3382	122	4	10	14	31	37
cds3383	1052	116	210	214	554	507
cds3384	146	9	121	126	164	135
cds3385	28	12	63	71	140	28
cds3386	11	0	17	15	42	24
cds3387	357	26	71	75	151	261
cds3388	325	24	44	31	75	116
cds3389	4774	384	251	148	345	1113
cds339	112	13	14	14	57	72
cds3390	1629	154	10	21	26	1509
cds3391	165	25	193	171	463	155
cds3392	325	43	98	92	291	185
cds3393	1805	138	1163	1023	3062	623
cds3394	86	7	102	90	158	45
cds3395	117	8	90	66	165	78
cds3396	8	1	14	19	33	28
cds3397	101	4	81	67	186	87
cds3398	20	5	21	9	59	22
cds3399	179	19	80	71	197	68
cds34	355	21	326	336	770	359
cds340	6	0	0	0	0	0
cds3400	9	2	11	12	25	24
cds3401	1011	65	587	465	1526	465
cds3402	4273	340	6623	5618	13823	1652
cds3403	5883	388	3332	3278	10694	1619
cds3404	1434	119	924	825	2661	355
cds3405	979	89	604	636	1557	1541
cds3406	70	3	12	14	27	12
cds3407	961	62	141	106	342	326
cds3408	5263	405	1917	1388	4641	2307
cds3409	26	1	38	33	87	19
cds341	0	0	2	1	7	0
cds3410	44	8	51	78	59	85
cds3411	126	8	114	109	258	63
cds3412	426	36	672	644	1983	73
cds3413	376	27	547	549	1251	312
cds3414	0	1	7	21	33	2
cds3415	67	3	24	29	82	35
cds3416	47	1	26	21	57	17
cds3417	323	26	34	35	54	107
cds3418	66	5	10	7	2	46
cds3419	1429	80	47	39	85	427
cds342	153	22	111	95	267	98
cds3420	433	25	76	70	303	279
cds3421	112	18	89	78	247	74
cds3422	29	7	21	22	67	13
cds3423	174	16	508	476	1322	161
cds3424	491	48	225	203	723	351
cds3425	268	13	331	342	1199	94
cds3426	6	0	19	12	68	2
cds3427	11	0	69	61	203	13
cds3428	7	1	20	47	161	4
cds3429	903	61	239	161	381	687
cds343	44	0	36	41	128	15
cds3430	151	15	97	67	244	122
cds3431	110	10	23	19	76	16
cds3432	4	1	14	9	34	5
cds3433	59	9	20	21	22	30
cds3434	223	29	525	382	1422	107
cds3435	459	44	1427	958	3098	293
cds3436	44	9	298	177	633	81
cds3437	1885	160	1051	873	2281	939
cds3438	627	47	819	868	2133	325
cds3439	134	11	354	334	1096	97
cds344	62	6	95	99	145	46
cds3440	71	6	72	76	251	31
cds3441	112	14	52	52	134	64
cds3442	1964	150	62	58	113	1652
cds3443	510	39	287	362	726	369
cds3444	650	81	822	662	1771	489
cds3445	1510	144	1254	1131	5370	810
cds3446	5629	500	2324	2513	6445	3792
cds3447	37	4	13	8	46	3
cds3448	330	28	155	135	354	227
cds3449	173	16	53	48	130	101
cds345	1191	89	1174	1345	3711	358
cds3450	307	28	173	146	404	184
cds3451	60	6	137	125	322	44
cds3452	72	6	79	60	161	50
cds3453	440	46	177	101	435	195
cds3454	649	42	1550	1365	3954	305
cds3455	477	30	1438	1384	4449	225
cds3456	755	45	1583	1511	4351	276
cds3457	102	7	94	77	159	54
cds3458	72	9	52	61	169	66
cds3459	418	34	29	10	66	33
cds346	297	17	99	98	220	135
cds3460	9	3	4	4	14	11
cds3461	38	6	6	5	14	9
cds3462	13	3	16	16	45	9
cds3463	422	33	59	44	119	176
cds3464	10	2	3	4	2	15
cds3465	589	40	30	17	92	118
cds3466	15	0	2	2	19	0
cds3467	20	0	7	10	15	10
cds3468	187	19	21	36	67	80
cds3469	106	15	13	10	37	10
cds347	2184	135	120	106	180	1009
cds3470	9095	699	291	219	936	4933
cds3471	3325	193	94	41	131	3611
cds3472	1250	87	86	64	131	2046
cds3473	470	50	110	38	258	238
cds3474	3933	344	878	613	1612	1378
cds3475	312	31	46	34	68	172
cds3476	72	4	62	61	210	66
cds3477	318	9	51	59	62	221
cds3478	1081	67	299	355	756	428
cds3479	182	9	95	53	198	66
cds348	771	75	196	183	546	430
cds3480	0	0	4	6	0	0
cds3481	46	6	177	137	444	78
cds3482	552	42	924	766	2995	208
cds3483	161	11	441	280	1277	87
cds3484	146	11	680	463	1606	46
cds3485	50	0	100	98	291	30
cds3486	150	8	296	327	752	63
cds3487	451	36	837	801	1678	285
cds3488	1092	127	651	690	1018	786
cds3489	141	18	87	96	201	76
cds349	1740	103	81	73	134	590
cds3490	261	21	2	3	7	109
cds3491	3360	226	244	192	366	1336
cds3492	32	2	23	58	106	26
cds3493	24	0	39	39	72	11
cds3494	36	3	186	225	596	52
cds3495	0	0	7	9	23	10
cds3496	182	14	159	142	414	64
cds3497	11	2	17	5	31	10
cds3498	20	2	59	42	115	11
cds3499	7	1	60	65	145	6
cds35	1	0	2	1	13	0
cds350	87	6	96	92	388	36
cds3500	10	4	59	47	88	24
cds3501	26	6	72	74	176	21
cds3502	2	0	1	2	4	0
cds3503	14	2	14	1	13	0
cds3504	116	11	49	76	165	46
cds3505	18	3	6	7	4	9
cds3506	20	3	27	26	54	28
cds3507	44	6	11	9	69	13
cds3508	53	10	7	9	14	1
cds3509	140	17	72	100	147	232
cds351	114	6	18	45	73	75
cds3510	26	10	84	33	164	21
cds3511	176	11	77	64	118	89
cds3512	1343	105	255	267	209	1399
cds3513	1797	116	58	38	72	763
cds3514	697	70	11	12	44	346
cds3515	107	8	61	73	165	26
cds3516	19	2	21	21	21	11
cds3517	0	0	4	7	14	3
cds3518	2	0	12	10	42	12
cds3519	7	0	7	8	27	0
cds352	398	23	30	13	23	262
cds3520	408	26	141	73	261	160
cds3521	133	16	25	17	74	27
cds3522	22	4	10	3	17	5
cds3523	27	4	4	10	34	15
cds3524	165	17	31	24	54	138
cds3525	230	17	98	95	333	71
cds3526	10	0	3	11	20	15
cds3527	228	28	1693	1476	2997	101
cds3528	7	4	26	38	76	6
cds3529	3	1	34	41	62	13
cds353	4	0	20	26	49	3
cds3530	78	11	27	30	41	57
cds3531	130	10	175	241	364	99
cds3532	67	8	44	61	141	49
cds3533	53	4	11	27	64	11
cds3534	59	1	9	7	36	27
cds3535	51	4	8	9	15	24
cds3536	732	37	402	380	741	500
cds3537	282	20	149	114	175	210
cds3538	56	6	16	24	57	35
cds3539	0	1	3	3	1	0
cds354	0	0	2	0	4	1
cds3540	5	0	4	6	6	0
cds3541	84	8	90	58	212	33
cds3542	174	24	64	65	176	65
cds3543	105	10	4	3	17	85
cds3544	71	6	11	6	43	55
cds3545	366	47	119	87	306	136
cds3546	0	0	2	1	1	0
cds3547	11	1	1	0	4	1
cds3548	0	0	0	0	0	0
cds3549	14	1	3	0	0	8
cds355	519	31	442	455	1452	321
cds3550	175	5	25	20	33	75
cds3551	280	30	8	8	34	378
cds3552	60	4	21	25	49	45
cds3553	0	3	0	2	7	0
cds3554	0	0	2	1	0	1
cds3555	0	0	0	2	0	15
cds3556	0	0	0	9	3	9
cds3557	13	0	1	31	7	0
cds3558	0	0	0	4	0	0
cds3559	20	0	3	20	0	6
cds356	129	19	69	94	193	78
cds3560	8	2	0	26	0	0
cds3561	0	0	0	10	2	0
cds3562	22	2	3	72	14	7
cds3563	3	6	0	15	5	10
cds3564	5	0	0	3	0	0
cds3565	67	5	24	19	60	57
cds3566	72	7	19	13	53	48
cds3567	82	0	5	28	9	48
cds3568	0	0	0	0	0	0
cds3569	0	0	1	9	1	0
cds357	249	29	38	60	177	132
cds3570	0	0	0	0	0	0
cds3571	3	1	0	3	0	0
cds3572	17	2	0	9	9	0
cds3573	30	3	7	4	22	6
cds3574	94	6	11	9	32	37
cds3575	0	0	0	53	0	0
cds3576	2	0	0	95	0	0
cds3577	37	0	1	99	3	38
cds3578	0	0	0	3	13	0
cds3579	5	1	0	0	2	1
cds358	60	7	8	18	14	73
cds359	10	2	4	1	13	5
cds36	1680	126	1253	1218	3954	827
cds360	53	5	5	12	36	18
cds361	55	4	128	139	282	14
cds362	413	28	180	209	685	160
cds363	282	22	53	53	64	105
cds364	1546	142	1428	1756	2620	730
cds365	580	45	1157	1276	3574	524
cds366	430	29	73	67	184	149
cds367	255	15	160	135	294	142
cds368	367	24	125	104	352	143
cds369	68	2	19	25	88	27
cds37	89	6	214	284	442	77
cds370	53	7	19	15	44	25
cds371	257	33	83	81	265	124
cds372	51	3	24	12	66	15
cds373	514	48	184	141	560	215
cds374	267	15	140	137	406	235
cds375	642	62	648	619	1463	720
cds376	16	4	9	10	42	15
cds377	807	53	98	108	142	525
cds378	31	5	5	12	15	40
cds379	8	0	2	4	4	17
cds38	23	9	78	108	120	23
cds380	26	0	2	5	5	3
cds381	22	8	8	7	17	16
cds382	14	3	3	6	39	43
cds383	16	3	21	25	52	24
cds384	140	18	119	125	278	134
cds385	80	7	58	70	206	48
cds386	140	7	87	84	204	27
cds387	1110	80	595	650	1908	835
cds388	323	22	472	298	1156	109
cds389	131	4	363	242	800	67
cds39	819	74	803	926	1942	568
cds390	584	47	222	161	449	214
cds391	278	16	83	72	180	124
cds392	108	10	85	61	152	33
cds393	37	4	94	131	315	34
cds394	19	2	16	27	45	11
cds395	681	55	89	57	100	486
cds396	26	0	7	11	33	21
cds397	16	0	10	6	23	1
cds398	289	26	13	22	33	319
cds399	4147	267	421	445	638	1356
cds4	158	19	435	376	1034	121
cds40	200	18	72	44	127	183
cds400	2336	132	160	172	259	1307
cds401	93	4	26	21	96	146
cds402	366	34	171	145	364	223
cds403	145	10	83	59	111	115
cds404	725	74	292	238	796	550
cds405	93	12	283	202	683	56
cds406	28	5	234	148	474	47
cds407	265	30	384	268	747	96
cds408	79	9	32	32	40	48
cds409	17	3	1	2	0	13
cds41	8	0	0	6	4	0
cds410	1451	97	187	130	252	956
cds411	78	13	26	26	63	37
cds412	220	29	193	217	322	570
cds413	205	12	337	323	947	204
cds414	468	46	440	256	935	269
cds415	339	40	126	151	477	170
cds416	38	3	22	17	49	10
cds417	8	4	11	11	16	15
cds418	591	68	217	241	960	411
cds419	2453	173	591	525	1636	693
cds42	4480	386	642	416	1620	2785
cds420	165	14	112	87	256	58
cds421	130	11	42	55	144	66
cds422	1197	90	331	317	842	248
cds423	25	1	21	21	57	16
cds424	411	25	381	336	861	134
cds425	217	16	215	190	665	94
cds426	109	10	53	36	126	81
cds427	227	35	126	141	341	44
cds428	139	24	88	74	136	134
cds429	14	3	3	13	10	36
cds43	22	6	87	75	383	43
cds430	2126	165	1223	1192	3093	901
cds431	289	11	338	254	697	47
cds432	140	13	306	251	556	33
cds433	197	17	191	133	411	106
cds434	35	1	21	36	46	19
cds435	32	7	49	43	53	22
cds436	482	43	401	431	787	247
cds437	1430	100	118	125	263	637
cds438	792	73	71	68	149	315
cds439	39	2	150	86	239	39
cds44	6054	400	307	207	347	6270
cds440	480	44	476	344	836	204
cds441	32	3	5	6	11	10
cds442	111	3	35	35	88	33
cds443	476	33	135	111	401	296
cds444	461	29	121	152	351	174
cds445	1321	130	960	629	1742	691
cds446	27	6	10	13	38	11
cds447	122	7	14	14	39	10
cds448	72	6	17	15	21	49
cds449	473	59	94	75	160	285
cds45	2135	127	139	64	180	818
cds450	229	25	230	250	575	206
cds451	0	0	0	4	7	4
cds452	873	68	136	122	349	271
cds453	10	0	79	90	169	5
cds454	721	55	2610	2481	5515	379
cds455	194	17	74	81	262	121
cds456	277	14	75	48	216	100
cds457	421	50	158	148	408	131
cds458	273	22	293	224	601	138
cds459	195	4	70	61	204	32
cds46	4368	328	138	138	128	2758
cds460	201	10	47	30	76	115
cds461	11	4	7	0	18	7
cds462	84	10	114	114	399	81
cds463	55	1	20	17	66	19
cds464	1742	133	570	451	1132	1266
cds465	6	0	13	5	6	0
cds466	287	27	118	123	301	145
cds467	9	0	7	13	17	5
cds468	704	60	125	87	170	501
cds469	18	2	60	70	339	47
cds47	40	5	26	30	103	18
cds470	90	9	413	443	891	76
cds471	67	2	101	149	409	36
cds472	134	11	151	126	173	141
cds473	352	45	477	498	1178	137
cds474	10	2	1	0	0	1
cds475	293	35	242	231	347	373
cds476	170	15	10	20	48	66
cds477	282	28	64	70	115	220
cds478	756	70	157	125	128	914
cds479	2122	162	90	83	87	1952
cds48	0	0	1	9	30	0
cds480	1204	56	75	68	147	772
cds481	959	75	140	135	392	628
cds482	161	16	97	72	226	143
cds483	182	20	243	184	554	148
cds484	946	94	344	303	480	660
cds485	563	54	1194	981	2959	295
cds486	110	15	3357	3484	8509	114
cds487	61	1	255	289	555	41
cds488	168	25	78	97	195	131
cds489	874	70	213	127	236	513
cds49	0	1	5	5	8	0
cds490	992	68	109	72	243	550
cds491	54	4	4	21	36	25
cds492	18	1	27	27	49	9
cds493	192	11	57	64	187	82
cds494	0	0	0	0	3	0
cds495	2	0	2	2	5	0
cds496	119	11	8	10	30	45
cds497	48	3	0	4	10	16
cds498	670	45	110	73	201	206
cds499	51	7	22	25	65	19
cds5	116	8	73	53	204	12
cds50	0	1	11	11	21	0
cds500	36	6	1	3	5	90
cds501	0	0	2	1	0	7
cds502	43	4	66	68	148	48
cds503	18	3	3	9	26	1
cds504	80	16	90	88	300	25
cds505	56	3	72	54	162	22
cds506	221	16	92	50	187	244
cds507	832	82	213	207	596	417
cds508	484	44	181	156	270	417
cds509	101	5	1	2	2	68
cds51	0	0	0	3	2	0
cds510	106	15	232	168	493	59
cds511	160	9	26	26	58	117
cds512	30	1	6	11	23	4
cds513	136	14	39	39	74	78
cds514	108	6	60	60	162	69
cds515	497	28	351	341	848	190
cds516	264	24	114	144	570	241
cds517	147	11	73	92	259	105
cds518	178	11	48	37	124	33
cds519	54	3	24	24	54	38
cds52	3	0	9	11	22	23
cds520	172	17	55	46	175	41
cds521	12	2	38	20	78	0
cds522	430	54	660	530	2146	457
cds523	1623	129	3811	2554	10750	1098
cds524	355	43	348	269	698	114
cds525	124	12	132	104	219	60
cds526	149	12	72	60	166	29
cds527	116	3	96	66	131	82
cds528	18	6	32	42	107	18
cds529	18	2	31	18	56	15
cds53	0	0	8	9	22	4
cds530	1813	143	1493	1368	4057	493
cds531	118	7	21	14	56	71
cds532	180	8	29	45	94	41
cds533	999	75	316	253	528	476
cds534	59	6	14	49	44	49
cds535	163	17	86	70	212	80
cds536	52	1	29	17	52	4
cds537	17	2	19	10	32	10
cds538	31	3	46	30	88	23
cds539	293	23	178	148	407	130
cds54	4	0	8	14	19	7
cds540	105	3	62	62	176	82
cds541	245	32	14	16	46	256
cds542	2511	192	911	700	1543	2025
cds543	149	14	194	174	295	64
cds544	54	4	50	22	98	21
cds545	30	1	6	6	11	8
cds546	267	31	79	67	147	126
cds547	2	0	3	2	0	7
cds548	9	2	2	5	3	0
cds549	41	8	16	9	40	52
cds55	221	23	28	32	93	98
cds550	218	15	39	32	97	103
cds551	0	0	0	0	1	0
cds552	17	1	0	0	9	0
cds553	181	29	244	204	693	200
cds554	2590	176	621	629	1941	914
cds555	638	40	593	488	1104	167
cds556	240	30	191	125	274	228
cds557	899	72	707	556	1662	466
cds558	171	16	105	101	442	86
cds559	52	3	31	24	45	23
cds56	74	7	6	9	30	36
cds560	167	17	376	285	1123	97
cds561	26	5	40	21	58	7
cds562	373	22	239	231	416	134
cds563	112	10	63	68	162	68
cds564	32	3	52	38	109	29
cds565	357	27	76	43	155	116
cds566	1636	105	186	138	419	670
cds567	0	1	1	1	3	0
cds568	261	30	139	140	404	135
cds569	34	7	39	58	166	3
cds57	21	2	81	53	125	10
cds570	261	8	20	21	78	119
cds571	20	0	10	13	3	6
cds572	432	40	162	101	368	244
cds573	6	3	6	11	7	2
cds574	23	3	3	8	27	3
cds575	2	2	12	6	21	20
cds576	374	32	229	210	461	314
cds577	48	6	66	37	195	76
cds578	311	31	117	86	235	254
cds579	180	14	85	48	149	80
cds58	90	9	10	6	9	55
cds580	204	12	122	97	226	76
cds581	1060	78	233	184	386	540
cds582	1233	69	156	157	252	628
cds583	259	16	18	19	80	218
cds584	169	11	138	105	308	78
cds585	169	8	79	60	243	101
cds586	402	29	210	181	542	310
cds587	329	32	285	313	834	215
cds588	15	3	7	6	5	46
cds589	37	2	35	60	74	19
cds59	2	0	0	2	3	0
cds590	3	0	7	7	29	2
cds591	9	0	7	5	18	14
cds592	0	2	0	5	0	4
cds593	2	0	2	4	9	4
cds594	2053	198	804	746	2373	830
cds595	2622	187	364	356	791	1312
cds596	249	15	296	249	517	190
cds597	809	62	99	86	273	332
cds598	207	12	216	200	425	50
cds599	2	1	19	20	49	13
cds6	169	21	4	6	11	116
cds60	70	3	15	18	49	27
cds600	1817	140	242	267	1039	473
cds601	580	41	14	14	22	279
cds602	857	80	370	419	1377	411
cds603	48	11	66	58	176	65
cds604	98	7	40	73	111	39
cds605	99	1	25	40	71	80
cds606	91	3	41	38	78	23
cds607	10	1	45	33	68	11
cds608	3090	239	1684	1747	3056	2427
cds609	37	1	2	5	1	7
cds61	13	5	11	7	50	17
cds610	0	0	1	0	3	0
cds611	0	0	1	3	0	0
cds612	0	0	0	0	0	0
cds613	81	2	24	24	88	18
cds614	200	16	93	88	233	50
cds615	5847	426	454	407	1115	3745
cds616	77	8	37	36	106	5
cds617	288	15	103	115	286	46
cds618	512	47	147	144	627	341
cds619	721	55	315	339	981	415
cds62	581	39	494	273	735	182
cds620	1502	112	729	615	2154	430
cds621	79	7	70	46	107	68
cds622	174	17	93	102	235	110
cds623	60	7	37	40	114	52
cds624	66	8	72	65	185	18
cds625	301	47	168	146	452	167
cds626	56	8	37	37	94	27
cds627	358	42	975	849	2336	248
cds628	727	59	1706	1468	3434	379
cds629	136	8	163	151	318	180
cds63	27	3	48	17	71	13
cds630	129	11	194	155	335	151
cds631	222	15	139	133	345	150
cds632	6	5	12	10	20	3
cds633	869	71	347	349	545	893
cds634	1029	118	5295	3949	12114	705
cds635	3210	291	12870	9416	25953	1690
cds636	1660	108	4791	3418	9923	925
cds637	298	24	1240	931	1774	447
cds638	347	33	1326	939	2263	156
cds639	1028	78	2431	1821	5071	799
cds64	176	8	131	84	260	76
cds640	134	6	33	54	117	49
cds641	389	36	291	256	820	186
cds642	618	33	472	523	514	216
cds643	21	0	22	38	97	17
cds644	38	6	31	22	79	13
cds645	28	2	19	24	22	20
cds646	31	9	23	22	51	19
cds647	782	62	232	248	441	667
cds648	15	0	2	5	6	9
cds649	37	2	10	9	14	22
cds65	108	9	94	54	201	43
cds650	66	4	11	11	42	13
cds651	33	2	14	23	112	2
cds652	190	20	127	90	263	110
cds653	375	23	155	104	273	103
cds654	0	3	23	12	42	2
cds655	9	0	6	0	5	0
cds656	8302	728	1460	1181	3097	5135
cds657	16	3	25	28	88	7
cds658	52	4	32	28	75	43
cds659	97	5	2	0	5	64
cds66	227	28	212	98	296	22
cds660	239	15	11	14	27	126
cds661	577	33	195	212	518	269
cds662	89	12	50	44	70	34
cds663	194	25	74	72	142	114
cds664	319	32	12	17	62	64
cds665	679	35	90	56	222	346
cds666	997	114	204	238	761	571
cds667	637	59	479	473	1185	277
cds668	85	9	85	66	248	30
cds669	1665	142	1316	1196	2781	645
cds67	63	7	44	25	83	50
cds670	810	77	633	432	1157	316
cds671	802	71	612	410	1550	742
cds672	83	4	307	243	668	80
cds673	102	6	333	359	546	252
cds674	635	44	572	395	889	220
cds675	1115	170	5114	2588	11348	1063
cds676	87	11	62	149	180	36
cds677	83	7	13	17	27	61
cds678	16	0	0	2	1	9
cds679	0	0	0	1	6	6
cds68	19	1	13	19	77	13
cds680	1965	165	1073	857	2313	1278
cds681	22	0	3	3	3	1
cds682	115	16	49	49	142	88
cds683	129	14	65	63	194	72
cds684	19	2	12	7	37	5
cds685	20	2	7	12	59	38
cds686	82	3	6	8	16	80
cds687	1097	130	124	138	269	996
cds688	66	12	146	136	248	38
cds689	582	49	564	519	1359	297
cds69	20	4	30	19	38	8
cds690	59	9	169	194	421	34
cds691	0	2	0	0	0	0
cds692	79	7	148	147	314	21
cds693	146	8	196	170	498	128
cds694	141	12	29	42	58	154
cds695	158	23	23	34	33	112
cds696	228	25	410	341	739	271
cds697	567	28	2	7	9	284
cds698	66	9	10	9	14	26
cds699	38	9	14	12	45	3
cds7	67	4	93	76	271	43
cds70	14	1	10	5	7	0
cds700	60	5	19	20	67	19
cds701	15	6	39	27	113	19
cds702	308	35	56	58	154	137
cds703	0	0	0	3	22	0
cds704	115	7	57	37	107	39
cds705	483	41	340	234	762	393
