	L187_col_1	L187_col_2	L187_vitro_1	L187_vitro_2	L187_vitro_3	L187_col_3
cds1729	0	0	83	23	88	0
cds173	0	10	34	13	67	0
cds1730	1	1	42	15	35	0
cds1731	0	0	9	1	8	0
cds1732	0	0	11	1	5	0
cds1733	1	7	314	72	287	7
cds1734	2	0	131	27	96	0
cds1735	1	0	126	12	85	0
cds1736	0	0	1	0	1	0
cds1737	9	0	532	85	362	0
cds1738	6	0	191	40	177	6
cds1739	0	0	115	16	91	0
cds174	0	0	18	6	68	3
cds1740	0	0	30	3	13	0
cds1741	0	0	16	7	12	0
cds1742	0	0	6	2	11	0
cds1743	0	0	19	6	46	0
cds1744	4	9	144	85	359	21
cds1745	0	8	30	4	46	0
cds1746	0	0	16	5	15	0
cds1747	0	0	31	7	54	0
cds1748	4	21	123	29	133	0
cds1749	2	1	42	14	50	0
cds175	3	19	123	79	296	16
cds1750	2	0	83	24	65	3
cds1751	0	0	44	10	40	0
cds1752	2	0	48	8	28	0
cds1753	0	5	52	14	61	0
cds1754	0	7	60	21	59	9
cds1755	0	0	19	2	6	0
cds1756	0	3	32	11	21	0
cds1757	1	0	63	20	82	0
cds1758	0	0	11	2	2	0
cds1759	0	0	2	0	5	0
cds176	2	19	50	23	159	32
cds1760	0	0	4	3	6	0
cds1761	0	0	33	11	62	0
cds1762	0	0	7	8	27	0
cds1763	0	18	16	13	65	14
cds1764	0	0	1	0	8	0
cds1765	0	0	3	8	23	0
cds1766	0	3	59	32	90	3
cds1767	3	5	98	48	289	4
cds1768	5	27	89	80	315	2
cds1769	0	0	3	2	16	0
cds177	6	12	43	61	188	11
cds1770	0	9	25	13	103	12
cds1771	2	17	27	15	105	4
cds1772	15	72	114	44	200	71
cds1773	1	0	15	11	38	4
cds1774	7	23	121	96	316	35
cds1775	7	6	78	57	234	0
cds1776	16	63	489	328	1573	102
cds1777	19	50	496	348	1283	22
cds1778	3	19	306	250	968	5
cds1779	1	9	128	76	367	0
cds178	3	16	113	70	298	9
cds1780	4	36	257	108	549	19
cds1781	3	14	30	23	174	5
cds1782	2	16	89	115	528	10
cds1783	0	5	69	44	346	0
cds1784	0	20	48	23	158	8
cds1785	7	27	68	46	202	11
cds1786	0	3	68	38	165	42
cds1787	0	7	12	16	57	0
cds1788	20	114	88	62	227	347
cds1789	0	12	33	12	30	2
cds179	2	12	38	16	109	5
cds1790	35	208	773	494	2617	174
cds1791	23	32	1193	558	2606	111
cds1792	18	42	1270	709	3281	15
cds1793	3	4	378	135	552	3
cds1794	2	16	14	8	66	1
cds1795	19	131	515	253	1269	30
cds1796	0	0	248	65	424	4
cds1797	0	12	74	27	159	5
cds1798	44	168	354	203	794	121
cds1799	8	34	174	98	294	6
cds18	0	0	0	0	0	0
cds180	0	0	0	0	1	0
cds1800	2	16	29	23	105	3
cds1801	0	0	81	23	185	13
cds1802	0	2	55	17	218	0
cds1803	5	23	83	61	236	21
cds1804	126	483	3308	2820	11560	799
cds1805	8	100	368	316	1245	29
cds1806	0	0	26	17	86	0
cds1807	9	27	296	217	857	22
cds1808	6	20	236	141	509	4
cds1809	46	143	487	302	1243	92
cds181	5	9	141	117	701	10
cds1810	5	27	64	71	310	21
cds1811	4	16	85	67	303	5
cds1812	5	13	43	32	129	4
cds1813	0	0	22	2	22	0
cds1814	57	246	380	207	801	157
cds1815	0	17	19	19	44	5
cds1816	22	115	359	228	1135	98
cds1817	7	47	245	164	608	10
cds1818	2	6	16	12	44	7
cds1819	4	19	73	49	187	4
cds182	4	21	430	312	1649	14
cds1820	0	12	30	8	47	0
cds1821	1	19	40	15	108	7
cds1822	3	27	65	13	99	29
cds1823	0	8	6	2	23	0
cds1824	12	26	252	138	506	22
cds1825	3	10	347	138	427	2
cds1826	36	209	629	324	1249	179
cds1827	33	150	1179	779	3193	117
cds1828	58	223	1498	597	3579	196
cds1829	9	4	104	20	77	9
cds183	22	106	1255	1035	4897	52
cds1830	3	18	56	37	176	16
cds1831	11	24	238	144	633	25
cds1832	0	0	7	5	35	0
cds1833	0	0	68	47	214	0
cds1834	6	25	128	72	350	26
cds1835	0	5	61	27	175	0
cds1836	30	140	1500	1104	6483	139
cds1837	14	30	141	145	767	71
cds1838	4	25	68	49	209	5
cds1839	3	5	68	44	147	9
cds184	25	86	411	252	1189	7
cds1840	0	0	4	6	29	0
cds1841	18	49	1058	784	2897	132
cds1842	2	15	216	127	531	0
cds1843	0	13	107	75	312	3
cds1844	3	38	629	363	1486	40
cds1845	0	3	104	69	339	0
cds1846	9	62	394	166	797	40
cds1847	13	47	464	272	1202	46
cds1848	10	14	349	183	963	20
cds1849	0	9	109	42	250	1
cds185	2	16	101	76	244	0
cds1850	0	0	31	19	68	0
cds1851	4	7	46	19	109	6
cds1852	0	5	36	38	152	8
cds1853	5	19	287	191	1072	67
cds1854	5	37	1015	989	5341	86
cds1855	6	56	1662	1433	7165	43
cds1856	1	33	168	82	350	13
cds1857	20	40	317	226	908	24
cds1858	1	8	125	56	290	0
cds1859	4	11	118	40	209	4
cds186	14	126	635	358	1550	23
cds1860	0	23	61	22	121	2
cds1861	0	22	187	123	533	28
cds1862	1	0	49	19	115	4
cds1863	3	6	76	47	299	2
cds1864	9	22	216	136	651	16
cds1865	2	34	67	39	159	7
cds1866	10	58	122	38	173	20
cds1867	1	3	44	5	49	0
cds1868	14	104	289	96	416	65
cds1869	17	71	278	84	426	38
cds187	63	371	3634	1658	8387	79
cds1870	3	8	144	43	266	5
cds1871	31	120	858	399	2103	157
cds1872	3	21	520	230	1514	37
cds1873	3	7	165	108	606	0
cds1874	0	0	37	15	105	1
cds1875	2	18	289	181	1165	22
cds1876	4	0	69	46	255	1
cds1877	2	23	276	135	727	27
cds1878	2	2	100	49	282	15
cds1879	9	19	131	67	410	1
cds188	15	107	1152	533	2687	32
cds1880	24	78	499	289	1300	66
cds1881	7	6	125	68	355	19
cds1882	9	5	131	59	357	2
cds1883	26	79	399	291	1263	94
cds1884	9	21	77	63	233	11
cds1885	6	6	78	40	246	36
cds1886	4	11	102	47	236	20
cds1887	23	60	189	117	656	54
cds1888	19	79	566	341	1370	46
cds1889	1	0	74	53	181	0
cds189	25	117	880	558	2273	23
cds1890	2	2	91	17	162	3
cds1891	9	45	357	246	1104	75
cds1892	31	121	1232	727	3044	90
cds1893	0	16	11	11	19	11
cds1894	13	52	250	158	712	39
cds1895	7	45	1032	732	3139	28
cds1896	0	0	12	2	17	0
cds1897	0	10	35	5	40	8
cds1898	27	115	77	33	129	73
cds1899	1	9	72	43	154	13
cds19	0	0	4	4	7	0
cds190	0	13	237	90	265	0
cds1900	14	38	125	70	355	69
cds1901	11	187	970	1131	4450	507
cds1902	8	26	194	176	783	29
cds1903	0	0	60	67	359	0
cds1904	0	2	31	38	185	7
cds1905	3	10	199	155	1011	24
cds1906	3	0	42	38	200	7
cds1907	4	24	65	55	237	10
cds1908	23	128	555	363	1296	73
cds1909	2	0	34	27	153	21
cds191	145	895	2415	2202	9111	204
cds1910	0	0	6	6	33	0
cds1911	2	0	29	20	72	9
cds1912	1	0	109	46	270	0
cds1913	6	19	417	202	874	83
cds1914	2	12	325	99	593	5
cds1915	1	7	82	34	141	0
cds1916	0	11	29	15	83	7
cds1917	1	2	20	13	43	6
cds1918	0	0	22	5	49	1
cds1919	8	36	225	172	859	1
cds192	15	144	393	312	1441	33
cds1920	0	4	33	33	113	5
cds1921	9	62	545	814	5102	80
cds1922	1	0	0	1	7	0
cds1923	0	0	35	11	45	0
cds1924	0	6	67	7	62	5
cds1925	22	154	483	562	2040	138
cds1926	0	17	173	117	475	0
cds1927	2	1	244	115	445	13
cds1928	0	0	32	23	56	0
cds1929	0	3	91	42	165	2
cds193	55	396	38	26	97	190
cds1930	6	0	61	17	136	9
cds1931	4	21	157	87	349	8
cds1932	0	5	43	22	83	18
cds1933	0	0	10	8	31	13
cds1934	0	14	33	12	57	0
cds1935	75	236	382	142	511	102
cds1936	8	24	32	17	80	24
cds1937	5	6	19	22	82	6
cds1938	0	6	13	9	38	10
cds1939	0	3	7	1	2	0
cds194	5	0	18	10	29	0
cds1940	0	2	43	1	15	0
cds1941	1	10	60	0	31	4
cds1942	34	51	417	317	1596	41
cds1943	12	3	528	547	2484	52
cds1944	4	13	415	386	1799	7
cds1945	1	1	279	198	922	7
cds1946	0	0	117	105	577	9
cds1947	14	6	1467	1196	5977	126
cds1948	3	8	427	507	2228	23
cds1949	0	0	334	241	1691	4
cds195	1	23	29	14	63	0
cds1950	2	0	138	233	1154	18
cds1951	0	0	290	665	2258	26
cds1952	6	0	171	256	1227	17
cds1953	0	0	63	35	274	8
cds1954	0	0	19	18	71	0
cds1955	12	31	468	293	1326	62
cds1956	10	41	140	78	449	19
cds1957	20	62	226	164	719	53
cds1958	9	21	118	60	302	17
cds1959	8	26	250	129	511	38
cds196	0	0	0	0	1	0
cds1960	2	7	106	35	177	0
cds1961	0	5	46	22	78	2
cds1962	11	101	596	399	1766	70
cds1963	23	100	660	310	1468	83
cds1964	0	7	79	13	121	13
cds1965	1	20	68	19	120	0
cds1966	3	9	72	37	135	22
cds1967	1	3	52	33	109	0
cds1968	2	32	62	39	192	1
cds1969	1	6	156	81	341	7
cds197	3	0	50	16	48	0
cds1970	18	53	104	73	279	17
cds1971	24	136	440	167	861	89
cds1972	0	15	23	16	97	0
cds1973	0	0	2	2	8	0
cds1974	0	3	15	15	37	9
cds1975	0	0	2	1	3	0
cds1976	0	1	164	86	805	18
cds1977	0	4	36	18	97	10
cds1978	1	12	159	104	529	4
cds1979	0	2	25	19	96	0
cds198	24	89	389	178	783	66
cds1980	0	10	48	21	106	8
cds1981	0	0	8	5	19	0
cds1982	0	3	23	8	62	0
cds1983	1	6	102	56	216	13
cds1984	36	162	805	539	2475	146
cds1985	0	3	11	4	40	5
cds1986	0	0	28	19	97	5
cds1987	0	3	11	5	58	0
cds1988	0	1	36	7	65	4
cds1989	0	12	14	27	69	13
cds199	4	7	120	69	339	7
cds1990	7	20	288	101	440	45
cds1991	18	42	743	168	782	27
cds1992	6	21	315	82	409	60
cds1993	0	0	89	37	237	0
cds1994	0	7	29	9	39	0
cds1995	1	24	19	18	97	11
cds1996	44	199	1106	466	1812	104
cds1997	0	0	72	17	112	3
cds1998	4	9	18	15	53	3
cds1999	1	0	28	19	80	0
cds2	0	0	4	1	4	0
cds20	0	0	3	3	4	0
cds200	5	0	4	2	18	0
cds2000	29	236	126	52	203	99
cds2001	164	907	352	231	606	669
cds2002	0	0	2	0	3	0
cds2003	1	3	12	13	24	7
cds2004	0	0	11	5	54	0
cds2005	22	62	847	576	2427	91
cds2006	3	0	15	6	28	8
cds2007	8	38	1	4	6	47
cds2008	0	0	2	2	7	5
cds2009	13	69	179	98	370	100
cds201	3	17	99	50	195	0
cds2010	0	0	0	1	2	2
cds2011	332	1138	6012	2282	9463	790
cds2012	360	1363	7038	2676	11907	1069
cds2013	15	49	2420	527	4390	29
cds2014	11	107	2607	1097	6712	83
cds2015	6	9	44	24	110	17
cds2016	29	118	636	463	1812	77
cds2017	0	4	47	22	117	0
cds2018	5	47	106	63	347	41
cds2019	1	12	32	10	30	0
cds202	7	46	74	43	169	30
cds2020	15	98	197	74	486	33
cds2021	65	454	1165	464	2586	438
cds2022	1	0	34	23	112	19
cds2023	0	5	43	16	97	0
cds2024	0	0	17	14	58	0
cds2025	1	0	10	5	20	2
cds2026	6	9	85	68	291	17
cds2027	24	50	75	66	385	85
cds2028	0	0	3	2	14	0
cds2029	2	6	18	19	70	12
cds203	1	20	74	34	151	23
cds2030	3	34	14	10	38	11
cds2031	2	8	24	12	36	7
cds2032	0	12	42	13	74	12
cds2033	4	2	3	0	7	28
cds2034	17	32	22	0	13	59
cds2035	10	61	51	32	154	43
cds2036	3	7	2	4	18	0
cds2037	0	10	13	9	32	0
cds2038	3	29	35	22	201	6
cds2039	9	18	114	80	287	32
cds204	0	0	2	1	4	0
cds2040	0	0	1	1	1	17
cds2041	6	30	294	162	539	41
cds2042	8	58	80	44	211	48
cds2043	3	18	52	20	104	0
cds2044	3	12	51	30	125	8
cds2045	3	10	23	16	65	7
cds2046	43	116	255	245	880	71
cds2047	46	202	372	251	1009	96
cds2048	23	112	579	275	1252	53
cds2049	3	13	7	3	26	6
cds205	17	45	101	66	282	58
cds2050	6	24	36	15	37	31
cds2051	7	45	9	9	44	26
cds2052	6	75	51	47	241	31
cds2053	3	31	47	30	125	52
cds2054	5	31	14	9	81	15
cds2055	23	56	352	223	824	60
cds2056	16	70	670	212	1018	46
cds2057	8	76	548	151	684	22
cds2058	7	8	244	66	270	27
cds2059	31	179	1597	1021	4634	141
cds206	12	53	130	74	380	32
cds2060	0	6	15	16	42	3
cds2061	1	2	51	52	160	11
cds2062	42	108	433	139	655	98
cds2063	0	11	13	20	62	0
cds2064	7	18	250	133	482	23
cds2065	6	6	225	97	354	22
cds2066	0	8	25	7	49	0
cds2067	9	42	129	97	430	37
cds2068	0	2	40	54	154	34
cds2069	0	0	19	23	92	0
cds207	0	0	33	14	89	7
cds2070	0	8	178	99	430	12
cds2071	9	34	123	82	371	30
cds2072	15	82	207	142	533	58
cds2073	7	43	281	199	859	1
cds2074	15	7	184	171	581	37
cds2075	14	129	824	414	1644	114
cds2076	0	4	31	26	129	14
cds2077	1	7	6	4	11	7
cds2078	3	35	27	37	143	22
cds2079	19	18	193	156	698	15
cds208	1	2	6	0	9	11
cds2080	0	0	13	12	43	0
cds2081	0	0	3	5	19	0
cds2082	6	19	131	58	314	28
cds2083	0	9	14	12	47	0
cds2084	0	0	5	11	18	9
cds2085	0	0	6	7	38	0
cds2086	8	13	152	79	355	45
cds2087	9	44	338	142	508	21
cds2088	0	0	7	6	73	0
cds2089	33	68	314	167	840	91
cds209	0	0	46	7	30	2
cds2090	0	0	8	5	37	0
cds2091	5	6	129	81	387	13
cds2092	22	139	746	484	1974	147
cds2093	18	17	94	86	376	38
cds2094	5	1	145	94	439	32
cds2095	0	0	74	30	158	0
cds2096	0	0	57	23	169	0
cds2097	0	0	9	7	35	0
cds2098	0	0	2	1	13	0
cds2099	1	12	3	2	14	6
cds21	4	12	110	77	383	14
cds210	2	24	153	93	337	13
cds2100	7	0	3	0	4	0
cds2101	0	0	13	4	17	7
cds2102	3	11	20	29	73	7
cds2103	0	4	102	100	364	3
cds2104	1	8	170	161	675	25
cds2105	0	0	11	20	47	0
cds2106	78	339	1757	1745	7359	889
cds2107	5	34	900	657	3445	23
cds2108	17	48	1437	1003	5174	148
cds2109	5	42	54	30	181	22
cds211	6	26	16	7	38	14
cds2110	5	39	113	52	241	17
cds2111	2	20	71	24	139	7
cds2112	0	3	17	16	62	7
cds2113	0	5	48	39	248	10
cds2114	0	9	100	87	497	7
cds2115	0	0	9	8	28	0
cds2116	0	3	6	3	40	0
cds2117	7	36	59	51	231	8
cds2118	13	54	227	128	627	11
cds2119	0	3	22	12	42	0
cds212	1	4	5	3	21	8
cds2120	4	46	158	99	385	25
cds2121	0	32	115	71	279	9
cds2122	3	13	90	41	207	8
cds2123	13	71	242	135	697	68
cds2124	4	13	40	12	77	0
cds2125	21	87	311	159	701	31
cds2126	2	19	39	18	47	11
cds2127	5	30	44	18	81	39
cds2128	3	51	59	13	97	20
cds2129	5	20	33	16	146	16
cds213	2	20	25	23	103	17
cds2130	149	610	1805	966	4157	397
cds2131	0	0	13	8	57	0
cds2132	21	123	708	571	2320	81
cds2133	3	31	245	180	535	35
cds2134	2	20	99	29	248	7
cds2135	0	2	90	48	194	0
cds2136	6	8	175	106	450	18
cds2137	17	86	141	67	315	53
cds2138	10	0	32	15	65	12
cds2139	0	0	13	15	75	0
cds214	1	12	30	11	82	10
cds2140	20	51	263	165	682	62
cds2141	46	306	514	344	1356	237
cds2142	21	92	1896	1744	11707	68
cds2143	1	5	37	49	154	3
cds2144	28	136	378	418	1873	169
cds2145	0	0	7	5	22	1
cds2146	0	3	12	9	37	0
cds2147	0	6	9	5	45	0
cds2148	0	0	21	11	22	0
cds2149	17	44	467	438	1837	154
cds215	0	17	171	137	630	17
cds2150	2	22	40	23	100	9
cds2151	6	18	51	28	213	51
cds2152	53	191	1119	420	2433	194
cds2153	9	59	295	90	560	15
cds2154	0	0	13	7	21	0
cds2155	39	191	612	379	1310	247
cds2156	0	9	32	17	66	4
cds2157	4	18	73	18	73	26
cds2158	0	0	11	2	12	7
cds2159	3	18	62	58	276	57
cds216	1	6	26	29	154	14
cds2160	9	14	11	5	24	0
cds2161	3	5	8	7	33	4
cds2162	0	2	14	13	62	4
cds2163	1	5	22	21	41	18
cds2164	0	0	9	0	25	9
cds2165	0	0	10	1	7	0
cds2166	8	50	272	177	952	94
cds2167	4	20	137	71	337	20
cds2168	0	6	15	12	58	7
cds2169	5	17	44	21	137	44
cds217	12	48	83	73	351	56
cds2170	1	8	12	11	46	3
cds2171	14	74	45	14	69	110
cds2172	1	0	13	3	12	0
cds2173	0	8	3	2	6	0
cds2174	8	80	219	162	783	21
cds2175	0	0	67	45	171	3
cds2176	1	11	83	48	270	10
cds2177	1	10	76	53	362	10
cds2178	0	2	38	22	80	0
cds2179	0	0	38	18	121	10
cds218	0	12	59	53	175	18
cds2180	0	17	45	33	181	0
cds2181	13	58	481	443	2143	105
cds2182	75	415	416	225	909	389
cds2183	3	38	108	75	424	33
cds2184	36	170	581	266	1074	133
cds2185	5	15	65	22	88	17
cds2186	5	0	43	10	98	5
cds2187	0	5	10	5	13	0
cds2188	0	0	3	6	37	4
cds2189	0	16	100	100	465	8
cds219	78	245	185	78	162	142
cds2190	7	26	8	4	25	0
cds2191	0	0	8	1	18	0
cds2192	1	7	41	14	78	5
cds2193	5	21	213	122	473	24
cds2194	1	10	110	57	236	5
cds2195	1	5	23	10	91	0
cds2196	0	0	1	2	8	0
cds2197	0	7	2	1	14	2
cds2198	33	137	305	278	1613	81
cds2199	17	71	791	631	3330	37
cds22	0	4	13	0	18	0
cds220	5	33	138	30	55	27
cds2200	25	185	402	250	1177	150
cds2201	2	0	69	43	132	18
cds2202	41	172	1700	1372	6996	155
cds2203	8	65	1204	806	4939	48
cds2204	1	10	69	46	180	2
cds2205	0	0	34	13	58	1
cds2206	2	11	45	21	109	3
cds2207	7	50	235	95	393	19
cds2208	0	3	8	1	9	4
cds2209	4	19	61	36	135	35
cds221	19	73	219	72	176	41
cds2210	3	28	10	21	70	11
cds2211	3	22	111	46	184	2
cds2212	19	56	253	152	701	65
cds2213	0	0	8	4	22	0
cds2214	16	42	71	60	155	72
cds2215	0	2	3	3	7	0
cds2216	26	86	736	522	2628	134
cds2217	0	1	75	52	257	0
cds2218	6	20	97	54	229	15
cds2219	98	359	242	150	834	134
cds222	14	66	217	82	253	17
cds2220	2	6	21	1	13	5
cds2221	2	16	96	44	212	9
cds2222	40	203	408	273	1325	122
cds2223	4	19	160	78	296	6
cds2224	10	37	378	425	1820	124
cds2225	5	19	72	47	285	11
cds2226	0	9	3	1	11	18
cds2227	34	63	213	173	728	73
cds2228	34	137	411	261	1275	67
cds2229	2	7	1	1	10	24
cds223	6	26	249	149	653	15
cds2230	25	105	91	59	290	93
cds2231	6	16	12	5	28	21
cds2232	0	12	14	0	13	0
cds2233	2	0	31	4	52	0
cds2234	25	176	241	118	504	107
cds2235	16	77	149	133	614	41
cds2236	50	178	744	537	2410	158
cds2237	3	0	27	10	42	11
cds2238	10	39	103	53	216	40
cds2239	20	44	297	214	831	20
cds224	28	52	299	217	1035	59
cds2240	4	92	96	48	223	110
cds2241	0	0	9	3	32	4
cds2242	20	117	847	784	4062	140
cds2243	1	15	230	163	828	0
cds2244	0	0	53	37	192	0
cds2245	0	4	15	16	40	1
cds2246	0	0	17	4	52	9
cds2247	0	0	7	1	7	0
cds2248	1	0	7	7	23	0
cds2249	10	59	220	138	840	57
cds225	3	11	87	45	188	3
cds2250	89	482	1061	879	4046	512
cds2251	6	19	51	17	85	16
cds2252	45	197	1257	1115	5463	323
cds2253	2	6	50	44	215	5
cds2254	47	329	4078	485	2094	189
cds2255	76	344	1258	298	1113	317
cds2256	4	3	44	31	114	13
cds2257	12	73	219	74	312	37
cds2258	4	3	51	14	57	2
cds2259	0	9	17	4	15	0
cds226	4	11	115	83	355	10
cds2260	0	0	18	2	24	4
cds2261	17	66	380	144	760	41
cds2262	16	107	177	156	995	152
cds2263	16	76	51	41	117	87
cds2264	0	1	21	12	121	1
cds2265	3	6	85	24	182	11
cds2266	3	0	33	16	103	2
cds2267	2	32	25	14	72	22
cds2268	16	110	607	349	1655	66
cds2269	0	28	9	7	38	3
cds227	1	2	45	44	203	7
cds2270	3	20	4	4	12	6
cds2271	0	0	14	10	39	0
cds2272	1	9	33	13	53	14
cds2273	5	33	12	11	38	13
cds2274	9	46	51	22	73	55
cds2275	10	71	411	249	1324	73
cds2276	15	65	133	61	206	49
cds2277	0	7	60	21	222	13
cds2278	0	4	11	6	38	9
cds2279	0	0	4	1	21	2
cds228	16	70	431	289	1005	100
cds2280	61	323	777	711	3328	182
cds2281	4	30	158	121	518	31
cds2282	2	1	115	111	628	21
cds2283	2	8	47	18	106	5
cds2284	3	38	60	32	139	15
cds2285	35	122	506	235	928	109
cds2286	11	41	201	154	678	74
cds2287	6	32	116	15	123	33
cds2288	0	0	49	14	52	13
cds2289	5	27	74	26	101	3
cds229	29	81	236	144	661	85
cds2290	7	28	112	62	171	25
cds2291	4	0	28	8	29	1
cds2292	5	18	39	7	68	43
cds2293	4	7	75	18	93	8
cds2294	3	46	78	26	156	2
cds2295	148	644	3389	2608	12716	533
cds2296	1	1	35	17	45	9
cds2297	7	20	10	3	20	28
cds2298	78	195	970	844	4015	290
cds2299	0	0	45	28	180	21
cds23	0	0	5	4	1	0
cds230	16	65	52	23	129	127
cds2300	0	0	5	8	15	0
cds2301	19	89	671	436	2387	101
cds2302	23	68	142	74	388	79
cds2303	2	1	6	4	25	9
cds2304	0	11	22	13	25	5
cds2305	1	33	103	43	141	37
cds2306	0	9	1	3	19	0
cds2307	4	2	30	4	27	27
cds2308	0	0	0	0	0	0
cds2309	7	38	244	160	705	72
cds231	1	0	33	17	77	0
cds2310	0	0	12	7	25	0
cds2311	3	0	23	6	46	7
cds2312	3	20	97	72	301	13
cds2313	0	0	53	18	118	0
cds2314	15	68	412	191	625	149
cds2315	0	0	0	3	25	0
cds2316	7	33	24	18	74	25
cds2317	5	5	55	15	93	10
cds2318	471	2367	4786	4147	17026	1359
cds2319	1	0	111	59	179	11
cds232	12	98	135	112	456	37
cds2320	16	66	74	35	119	16
cds2321	0	0	1	0	5	0
cds2322	22	125	781	566	2734	126
cds2323	1	2	241	118	768	1
cds2324	4	55	465	209	1234	8
cds2325	31	115	804	500	2263	36
cds2326	5	42	511	329	1298	22
cds2327	0	0	49	14	86	0
cds2328	3	29	131	83	321	38
cds2329	0	0	63	13	93	5
cds233	5	58	56	60	233	85
cds2330	2	33	146	39	154	33
cds2331	153	798	3722	2465	9342	342
cds2332	0	4	550	108	469	4
cds2333	25	84	579	309	1386	136
cds2334	1	44	784	294	1690	15
cds2335	0	0	0	1	5	0
cds2336	21	43	167	154	576	45
cds2337	0	6	49	24	133	10
cds2338	4	16	30	12	72	12
cds2339	0	6	1	0	22	11
cds234	29	38	49	12	55	42
cds2340	0	0	5	0	1	1
cds2341	11	6	11	17	50	46
cds2342	0	13	10	11	53	15
cds2343	0	0	3	2	14	18
cds2344	0	0	0	0	0	0
cds2345	0	2	1	1	2	0
cds2346	10	61	36	24	86	36
cds2347	0	25	28	6	18	14
cds2348	1	9	27	2	36	0
cds2349	0	0	0	2	1	0
cds235	0	0	1	2	1	3
cds2350	1	0	1	0	3	0
cds2351	1	7	17	6	42	0
cds2352	0	0	9	5	18	1
cds2353	3	12	4	1	8	11
cds2354	0	0	0	2	13	4
cds2355	0	0	7	4	11	0
cds2356	12	27	25	17	67	23
cds2357	3	0	3	0	14	0
cds2358	0	2	3	2	6	0
cds2359	6	10	32	20	86	24
cds236	1	4	5	13	53	6
cds2360	0	2	7	5	22	7
cds2361	0	0	12	1	6	0
cds2362	0	0	14	1	5	0
cds2363	0	0	5	2	9	0
cds2364	0	5	8	8	50	0
cds2365	3	7	62	67	271	13
cds2366	0	5	13	15	57	6
cds2367	0	0	8	7	16	0
cds2368	0	0	108	34	167	0
cds2369	57	277	1022	625	2607	131
cds237	58	235	245	47	195	192
cds2370	14	51	188	92	299	77
cds2371	0	0	13	1	25	0
cds2372	0	0	1	1	4	0
cds2373	0	2	3	2	13	4
cds2374	5	16	13	1	21	4
cds2375	0	0	1	0	0	0
cds2376	1	9	4	2	6	6
cds2377	7	22	1	0	6	28
cds2378	0	0	2	1	9	0
cds2379	1	0	1	0	4	3
cds238	11	60	22	16	54	31
cds2380	2	22	8	9	21	39
cds2381	0	0	0	0	3	5
cds2382	38	137	419	271	1097	108
cds2383	60	298	1108	573	2462	230
cds2384	147	700	6494	2055	10337	447
cds2385	19	85	1174	291	1447	38
cds2386	56	262	1656	494	2207	246
cds2387	486	2214	10085	4997	22177	2103
cds2388	19	101	1383	548	2694	65
cds2389	0	0	10	7	15	0
cds239	1	24	7	3	14	34
cds2390	4	11	42	18	77	10
cds2391	44	246	273	164	630	238
cds2392	1	0	26	28	57	1
cds2393	0	2	18	5	39	4
cds2394	3	7	45	33	101	2
cds2395	0	0	23	20	38	2
cds2396	137	686	789	580	2106	448
cds2397	0	11	89	58	263	8
cds2398	0	7	4	0	16	0
cds2399	4	12	46	40	231	12
cds24	0	0	5	0	0	0
cds240	2	19	24	24	137	39
cds2400	2	11	113	57	372	11
cds2401	3	59	138	137	607	14
cds2402	1	4	119	52	315	9
cds2403	0	14	3	7	27	32
cds2404	79	367	341	255	1185	253
cds2405	23	56	242	141	475	54
cds2406	16	31	84	47	168	43
cds2407	1	21	53	31	112	23
cds2408	1	43	76	37	151	11
cds2409	17	20	13	7	39	6
cds241	1	0	7	5	31	0
cds2410	2	2	16	9	44	1
cds2411	2	0	18	5	35	3
cds2412	2	15	30	30	75	40
cds2413	1	2	77	19	194	19
cds2414	0	0	3	0	9	0
cds2415	0	4	8	8	20	0
cds2416	0	6	192	118	744	0
cds2417	8	40	812	435	2551	52
cds2418	346	1487	2508	1791	6711	1963
cds2419	8	25	41	31	156	14
cds242	0	1	8	5	42	0
cds2420	0	4	121	28	199	16
cds2421	33	276	510	114	681	153
cds2422	11	52	114	29	172	66
cds2423	0	4	41	18	70	25
cds2424	16	57	311	99	501	14
cds2425	15	63	195	84	426	98
cds2426	4	45	147	33	176	11
cds2427	5	32	77	15	102	14
cds2428	5	77	83	76	351	46
cds2429	3	5	51	42	216	11
cds243	39	100	143	59	237	316
cds2430	28	123	665	507	2562	56
cds2431	0	8	85	32	225	0
cds2432	3	20	72	74	313	0
cds2433	9	7	142	72	322	8
cds2434	0	6	41	30	169	0
cds2435	0	12	57	24	212	2
cds2436	0	4	45	19	101	6
cds2437	5	16	184	117	625	25
cds2438	146	752	6837	6866	32963	801
cds2439	23	92	310	234	1113	67
cds244	0	0	0	0	0	0
cds2440	2	24	38	25	106	34
cds2441	4	24	135	90	454	43
cds2442	2	2	12	4	21	0
cds2443	6	25	5	0	10	19
cds2444	11	51	148	80	461	131
cds2445	0	0	10	7	41	0
cds2446	0	0	5	0	1	0
cds2447	0	12	6	5	56	27
cds2448	12	35	107	40	209	27
cds2449	2	0	39	10	39	9
cds245	5	29	78	70	409	35
cds2450	0	17	74	31	127	35
cds2451	2	41	51	39	213	14
cds2452	3	7	4	3	11	12
cds2453	2	37	78	37	237	17
cds2454	2	21	170	119	569	30
cds2455	5	51	335	184	922	20
cds2456	6	20	226	155	607	42
cds2457	0	0	64	16	85	0
cds2458	1	20	20	18	119	13
cds2459	0	17	43	35	161	1
cds246	0	9	1	0	9	10
