	L187_col_1	L187_col_2	L187_vitro_1	L187_vitro_2	L187_vitro_3	L187_col_3
cds3199	12	34	25	15	36	29
cds32	0	2	61	26	168	0
cds320	12	29	281	227	1137	80
cds3200	32	76	118	20	91	58
cds3201	0	10	28	6	23	15
cds3202	10	115	55	60	185	173
cds3203	0	2	14	15	43	24
cds3204	0	0	2	4	15	10
cds3205	1	0	1	0	4	0
cds3206	15	9	50	36	95	42
cds3207	0	0	5	3	13	0
cds3208	2	0	14	14	68	0
cds3209	0	0	2	0	5	0
cds321	9	14	65	44	261	32
cds3210	0	0	5	2	16	2
cds3211	0	0	4	2	10	0
cds3212	8	9	62	23	93	16
cds3213	1	11	15	2	37	15
cds3214	3	16	27	21	67	15
cds3215	1	14	24	17	117	7
cds3216	0	10	3	1	11	14
cds3217	2	0	0	0	2	7
cds3218	0	25	1	0	4	0
cds3219	0	8	4	1	0	6
cds322	17	99	275	141	559	27
cds3220	2	0	3	4	7	9
cds3221	0	0	0	0	3	0
cds3222	0	0	1	1	5	0
cds3223	0	11	2	5	17	0
cds3224	0	0	0	4	6	0
cds3225	0	1	3	3	16	2
cds3226	48	222	303	157	745	277
cds3227	4	6	4	2	18	0
cds3228	0	0	25	8	61	0
cds3229	0	19	9	2	21	14
cds323	1	12	163	116	395	12
cds3230	2	15	31	7	53	2
cds3231	4	22	59	30	162	19
cds3232	1	1	8	5	10	0
cds3233	35	97	8	1	9	92
cds3234	0	0	0	0	0	0
cds3235	0	0	25	5	29	0
cds3236	13	106	183	86	401	50
cds3237	0	4	3	3	9	0
cds3238	0	0	2	0	14	5
cds3239	0	10	111	94	442	51
cds324	10	19	59	42	170	39
cds3240	0	3	22	4	31	2
cds3241	3	23	27	8	20	0
cds3242	6	4	35	6	27	0
cds3243	0	0	3	1	5	0
cds3244	0	3	0	2	5	0
cds3245	1	4	0	0	2	0
cds3246	2	0	1	0	0	0
cds3247	1	22	3	0	11	17
cds3248	0	0	3	0	9	0
cds3249	0	0	1	2	3	0
cds325	0	13	41	34	129	17
cds3250	1	6	1	2	10	10
cds3251	6	30	4	5	15	8
cds3252	23	96	71	29	118	100
cds3253	3	43	24	14	32	27
cds3254	0	0	0	0	10	0
cds3255	0	0	0	0	0	0
cds3256	1	6	4	4	30	0
cds3257	6	22	101	51	242	0
cds3258	0	0	14	5	45	0
cds3259	0	0	9	7	46	0
cds326	24	114	56	55	187	149
cds3260	1	1	11	19	58	0
cds3261	0	0	0	0	0	0
cds3262	2	2	0	2	5	0
cds3263	0	12	7	4	4	7
cds3264	18	86	182	43	180	123
cds3265	4	13	32	22	62	21
cds3266	0	0	24	12	42	10
cds3267	0	0	1	1	1	0
cds3268	0	6	17	7	46	7
cds3269	8	54	59	31	178	41
cds327	8	52	675	82	660	140
cds3270	0	0	1	1	3	0
cds3271	2	8	8	4	20	4
cds3272	0	0	0	0	0	0
cds3273	0	0	0	1	6	0
cds3274	0	0	0	0	2	0
cds3275	0	0	1	0	4	0
cds3276	3	0	2	2	10	0
cds3277	0	0	0	1	3	0
cds3278	0	0	1	0	0	0
cds3279	2	13	4	3	16	10
cds328	3	31	351	45	268	16
cds3280	223	813	3042	2671	10712	357
cds3281	14	68	90	74	315	122
cds3282	4	14	98	74	288	17
cds3283	9	29	66	38	155	42
cds3284	0	6	1	2	11	12
cds3285	2	5	13	9	49	8
cds3286	0	3	1	1	29	7
cds3287	45	137	175	129	747	150
cds3288	0	4	15	4	29	1
cds3289	9	19	40	39	136	10
cds329	13	85	194	111	520	95
cds3290	0	2	6	4	23	0
cds3291	0	0	3	4	3	2
cds3292	0	7	22	10	70	9
cds3293	1	5	2	1	11	3
cds3294	2	65	5	4	18	26
cds3295	6	15	8	1	5	0
cds3296	8	10	2	0	3	16
cds3297	4	5	4	2	21	24
cds3298	2	7	9	10	10	6
cds3299	0	0	13	4	23	0
cds33	0	8	52	21	76	3
cds330	9	35	106	51	210	55
cds3300	0	2	12	2	40	5
cds3301	2	7	4	6	28	0
cds3302	0	2	0	1	13	0
cds3303	1	4	9	4	16	0
cds3304	0	1	1	0	11	0
cds3305	1	20	14	3	11	1
cds3306	6	20	6	1	13	14
cds3307	6	5	6	1	9	2
cds3308	2	0	9	4	6	1
cds3309	10	135	22	4	25	39
cds331	31	166	95	26	95	101
cds3310	1	0	4	3	26	0
cds3311	4	34	44	4	36	55
cds3312	3	10	8	1	15	6
cds3313	1	0	0	1	4	0
cds3314	0	0	6	2	10	1
cds3315	0	3	5	0	5	8
cds3316	0	0	1	2	2	0
cds3317	0	0	4	4	9	9
cds3318	1	20	10	1	30	0
cds3319	1	0	3	0	8	0
cds332	77	382	43	15	97	296
cds3320	0	0	3	4	7	0
cds3321	0	4	7	5	13	0
cds3322	1	13	19	4	29	3
cds3323	0	0	5	3	13	0
cds3324	0	0	18	7	17	0
cds3325	0	0	15	7	20	0
cds3326	0	0	14	14	61	0
cds3327	0	4	9	9	17	0
cds3328	0	1	5	0	6	0
cds3329	0	0	2	2	5	14
cds333	314	1229	69	42	131	1244
cds3330	37	103	74	47	203	84
cds3331	3	5	57	35	136	10
cds3332	0	0	2	0	2	0
cds3333	6	76	170	60	317	29
cds3334	55	264	225	114	311	193
cds3335	0	0	4	0	1	7
cds3336	0	2	6	4	12	0
cds3337	61	368	169	142	483	275
cds3338	4	23	76	45	181	12
cds3339	0	4	16	5	33	0
cds334	3	43	29	36	112	24
cds3340	22	69	78	21	158	95
cds3341	0	6	11	6	43	5
cds3342	5	54	169	107	561	15
cds3343	5	26	117	70	465	66
cds3344	7	29	44	26	145	16
cds3345	4	3	25	6	48	0
cds3346	0	0	7	1	17	0
cds3347	0	0	10	4	22	0
cds3348	2	0	12	12	22	0
cds3349	14	65	40	14	61	56
cds335	4	33	77	48	167	45
cds3350	0	15	12	5	12	11
cds3351	4	35	45	24	76	16
cds3352	2	17	25	12	49	2
cds3353	0	0	24	9	13	1
cds3354	10	26	35	8	28	18
cds3355	0	7	4	2	20	0
cds3356	1	0	10	2	10	0
cds3357	0	1	7	2	6	0
cds3358	0	2	1	1	13	0
cds3359	0	0	5	1	14	0
cds336	1	36	64	18	67	20
cds3360	3	19	31	8	14	27
cds3361	4	23	73	7	22	0
cds3362	52	113	223	39	136	81
cds3363	13	26	262	299	1370	48
cds3364	0	0	0	3	9	0
cds3365	4	54	39	58	227	19
cds3366	4	20	11	2	13	34
cds3367	5	0	4	1	7	10
cds3368	3	14	61	32	109	35
cds3369	3	12	28	11	36	26
cds337	16	225	555	113	667	157
cds3370	3	23	98	54	295	13
cds3371	22	63	324	219	954	17
cds3372	0	0	5	0	13	0
cds3373	0	3	3	0	1	0
cds3374	5	64	42	32	173	66
cds3375	0	0	17	9	32	0
cds3376	0	0	6	7	15	0
cds3377	0	0	15	9	12	0
cds338	0	4	69	38	216	13
cds339	19	98	202	141	630	22
cds34	38	176	1483	385	1610	119
cds340	1	4	30	11	86	14
cds341	15	51	39	11	55	52
cds342	8	57	31	4	19	55
cds343	7	12	93	54	231	18
cds344	2	0	36	9	57	0
cds345	43	142	209	93	351	144
cds346	8	20	54	12	39	23
cds347	9	47	360	192	883	27
cds348	15	79	880	561	2702	116
cds349	0	0	9	2	21	0
cds35	2	0	51	26	153	7
cds350	1	31	146	54	292	10
cds351	0	0	8	6	39	3
cds352	2	34	56	17	98	19
cds353	11	39	160	27	160	35
cds354	4	53	443	246	1164	40
cds355	1	13	44	11	46	0
cds356	4	16	51	31	91	16
cds357	9	28	127	46	190	53
cds358	1	2	37	18	190	0
cds359	0	0	17	10	73	0
cds36	0	0	0	0	0	0
cds360	0	5	6	2	19	0
cds361	4	27	18	9	29	7
cds362	28	130	105	42	310	167
cds363	0	0	3	0	5	0
cds364	1	4	3	5	13	18
cds365	2	0	16	6	37	0
cds366	0	12	3	4	16	18
cds367	0	3	52	43	215	10
cds368	0	2	25	18	45	0
cds369	7	37	158	143	610	39
cds37	1	7	10	5	37	7
cds370	5	32	118	31	174	13
cds371	0	4	60	3	37	0
cds372	3	18	144	22	124	3
cds373	3	37	88	25	144	33
cds374	5	7	27	14	50	12
cds375	15	69	154	117	534	64
cds376	4	39	104	60	226	59
cds377	3	0	14	9	21	0
cds378	4	15	65	37	258	23
cds379	0	14	42	32	166	7
cds38	5	0	55	18	136	2
cds380	3	1	12	8	51	0
cds381	0	0	9	5	37	0
cds382	71	229	158	45	168	223
cds383	4	10	30	9	59	2
cds384	5	17	19	6	16	0
cds385	3	16	27	21	57	23
cds386	0	1	30	17	99	2
cds387	12	21	200	86	430	48
cds388	12	28	37	18	126	28
cds389	4	4	26	8	71	28
cds39	0	0	10	2	13	0
cds390	14	75	113	43	230	35
cds391	0	9	14	11	34	11
cds392	3	11	16	12	61	2
cds393	0	4	0	2	7	7
cds394	0	0	4	2	7	4
cds395	0	11	22	6	73	7
cds396	7	41	53	21	113	46
cds397	8	46	28	10	58	43
cds398	3	17	31	4	30	25
cds399	5	34	120	35	168	21
cds4	0	0	0	0	4	10
cds40	0	0	31	19	99	1
cds400	203	868	993	417	2020	408
cds401	0	10	50	10	38	2
cds402	10	40	81	41	251	55
cds403	0	4	20	12	57	0
cds404	4	4	36	25	167	9
cds405	11	19	111	124	632	12
cds406	0	0	30	7	25	0
cds407	5	46	207	119	422	20
cds408	0	15	76	43	236	16
cds409	5	65	153	114	378	52
cds41	1	3	22	9	44	0
cds410	0	11	15	12	66	0
cds411	21	60	100	33	177	41
cds412	0	0	39	21	139	5
cds413	0	0	16	10	76	0
cds414	2	3	194	112	991	0
cds415	9	41	1856	1538	12540	51
cds416	2	0	460	412	2673	16
cds417	3	35	859	731	5629	8
cds418	15	48	780	1040	5712	171
cds419	0	1	44	35	161	0
cds42	3	3	27	7	73	14
cds420	85	299	3007	1688	8613	237
cds421	104	427	3057	1293	5770	393
cds422	2	7	621	261	1709	10
cds423	8	49	1297	838	4954	62
cds424	32	87	2705	2517	10619	438
cds425	47	315	7829	3495	23099	314
cds426	144	630	10754	7380	44010	897
cds427	0	0	349	177	1019	0
cds428	3	4	1057	386	2690	2
cds429	3	90	3152	1040	8532	13
cds43	7	36	73	29	176	11
cds430	140	606	5399	3614	19103	651
cds431	1	7	436	312	1561	13
cds432	35	129	2299	1508	8971	201
cds433	5	22	920	366	2707	78
cds434	1	15	586	291	1750	3
cds435	22	57	2335	2102	9688	70
cds436	10	35	954	1013	4694	50
cds437	7	45	334	366	1840	76
cds438	0	9	242	138	775	0
cds439	0	13	540	267	1547	0
cds44	3	4	71	40	118	11
cds440	1	1	621	191	1673	0
cds441	2	55	2390	1045	7318	24
cds442	3	27	1376	753	4838	15
cds443	21	214	4297	2144	16740	286
cds444	24	85	3232	1288	11106	136
cds445	96	572	4139	2301	14338	829
cds446	38	33	1467	871	5034	69
cds447	18	55	520	470	2163	120
cds448	60	225	957	692	3789	431
cds449	39	103	2217	1262	5719	121
cds45	3	14	39	14	96	27
cds450	24	66	2217	1556	6765	225
cds451	13	104	2033	1661	7765	90
cds452	1	0	238	195	1055	21
cds453	0	0	35	20	97	0
cds454	4	8	336	267	1333	5
cds455	0	0	370	285	1453	13
cds456	29	41	1832	1487	7491	57
cds457	45	207	719	905	3575	472
cds458	0	13	94	50	270	18
cds459	0	0	68	23	127	10
cds46	2	1	39	11	69	6
cds460	0	4	77	28	98	0
cds461	4	10	215	82	366	9
cds462	48	170	3708	2990	14504	443
cds463	20	75	756	742	3404	126
cds464	1	5	18	9	56	0
cds465	0	0	1	0	13	0
cds466	26	97	231	115	500	62
cds467	3	3	24	10	29	0
cds468	0	0	0	1	1	0
cds469	0	0	1	0	2	11
cds47	3	5	14	12	44	7
cds470	2	3	13	3	8	2
cds471	15	42	58	13	33	27
cds472	7	4	42	12	47	24
cds473	0	19	37	3	11	7
cds474	1	0	30	0	19	0
cds475	0	14	17	3	14	0
cds476	7	18	51	13	61	22
cds477	1	0	1	1	2	3
cds478	8	21	49	37	148	24
cds479	2	13	14	17	91	16
cds48	3	13	35	31	94	39
cds480	0	0	3	3	9	0
cds481	0	13	46	28	97	18
cds482	1	0	5	5	39	0
cds483	0	10	35	10	60	1
cds484	32	133	215	111	448	113
cds485	3	35	18	20	40	41
cds486	1	0	6	1	9	0
cds487	5	6	29	5	24	4
cds488	4	0	10	7	25	0
cds489	0	0	3	2	5	0
cds49	0	0	5	0	7	0
cds490	0	0	15	6	35	0
cds491	0	0	27	7	61	3
cds492	0	0	4	3	8	0
cds493	1	39	201	168	745	16
cds494	0	6	13	9	77	15
cds495	21	119	58	20	90	79
cds496	5	58	237	191	722	34
cds497	0	1	1	8	34	0
cds498	0	0	9	4	8	0
cds499	0	4	7	4	22	0
cds5	0	13	3	4	8	0
cds50	0	0	7	0	3	0
cds500	0	0	7	2	14	1
cds501	10	25	192	163	691	40
cds502	9	32	192	134	655	29
cds503	8	30	112	84	390	94
cds504	0	4	36	28	120	10
cds505	1	12	22	14	47	0
cds506	86	271	478	293	1451	222
cds507	4	40	20	2	23	11
cds508	1	0	25	11	48	0
cds509	0	7	236	11	23	0
cds51	0	0	3	0	8	0
cds510	10	43	31	28	91	42
cds511	13	9	48	15	68	33
cds512	2	25	18	7	32	10
cds513	9	19	9	4	23	26
cds514	26	71	146	69	200	63
cds515	1	0	3	1	24	0
cds516	0	2	0	1	3	0
cds517	0	0	3	2	18	0
cds518	0	0	2	2	7	0
cds519	0	0	1	1	16	0
cds52	0	0	10	0	25	0
cds520	0	3	1	0	9	0
cds521	0	0	2	1	13	1
cds522	0	0	3	1	1	8
cds523	40	78	495	219	893	94
cds524	9	39	395	124	422	34
cds525	2	22	132	41	186	8
cds526	8	10	160	49	289	9
cds527	3	14	29	17	94	3
cds528	20	138	104	99	549	74
cds529	9	20	226	77	468	48
cds53	1	0	28	9	42	0
cds530	3	5	27	8	37	21
cds531	0	0	0	2	10	0
cds532	0	0	8	1	16	1
cds533	0	4	13	18	73	0
cds534	2	4	74	29	176	0
cds535	0	0	13	3	19	0
cds536	1	1	17	7	55	2
cds537	8	104	220	152	619	87
cds538	1	17	133	87	365	26
cds539	0	0	6	9	27	0
cds54	0	9	77	28	155	12
cds540	4	49	188	129	540	0
cds541	0	10	86	54	328	12
cds542	2	2	70	36	198	3
cds543	21	80	411	221	817	114
cds544	3	0	97	52	117	0
cds545	1	12	18	21	82	0
cds546	0	2	50	44	210	0
cds547	0	31	112	60	302	13
cds548	6	11	28	18	55	0
cds549	4	29	9	3	57	32
cds55	0	0	0	0	0	0
cds550	0	7	6	1	15	9
cds551	0	0	8	2	13	0
cds552	0	4	15	17	81	0
cds553	0	8	21	15	62	4
cds554	368	2994	2092	2050	9122	625
cds555	61	347	803	573	2748	162
cds556	19	64	465	221	1267	3
cds557	0	0	1	4	9	0
cds558	2	0	12	8	18	0
cds559	0	0	0	0	0	0
cds56	0	0	0	1	8	0
cds560	0	0	0	0	1	0
cds561	0	0	0	0	1	0
cds562	0	0	2	0	0	0
cds563	0	0	0	0	0	0
cds564	0	0	1	0	4	0
cds565	0	0	2	0	4	0
cds566	61	336	164	152	451	222
cds567	0	3	11	10	34	3
cds568	1	7	7	6	38	0
cds569	0	5	3	5	31	0
cds57	0	0	7	1	14	6
cds570	69	279	899	475	2544	197
cds571	3	13	54	24	148	2
cds572	0	4	14	4	33	0
cds573	2	6	38	16	119	0
cds574	8	30	61	55	225	38
cds575	40	119	779	548	2326	178
cds576	4	0	18	2	26	0
cds577	0	0	11	3	9	0
cds578	0	5	59	60	263	10
cds579	68	305	586	112	491	113
cds58	0	9	14	5	17	0
cds580	36	218	242	90	405	121
cds581	1	0	7	6	17	5
cds582	2	2	22	5	53	2
cds583	0	0	12	5	35	0
cds584	0	0	5	2	6	0
cds585	0	2	11	5	28	0
cds586	20	42	125	90	376	28
cds587	79	513	1667	983	3284	554
cds588	7	58	66	60	240	23
cds589	0	0	2	2	9	0
cds59	1	0	26	16	56	1
cds590	0	0	10	5	12	0
cds591	70	302	1135	639	2663	250
cds592	10	46	108	37	166	133
cds593	6	34	49	12	101	23
cds594	11	102	78	37	223	49
cds595	2	12	4	5	13	0
cds596	0	0	6	4	16	15
cds597	0	4	5	4	26	0
cds598	0	0	26	17	52	5
cds599	25	85	174	43	134	39
cds6	0	7	8	3	14	9
cds60	1	0	585	38	131	1
cds600	25	143	189	48	280	79
cds601	0	0	4	3	3	5
cds602	6	20	41	35	156	21
cds603	6	21	88	65	333	27
cds604	10	102	527	537	2402	135
cds605	1	0	98	73	358	0
cds606	3	5	56	12	138	9
cds607	27	154	343	171	810	176
cds608	0	6	39	36	165	3
cds609	0	3	50	22	147	0
cds61	0	0	249	10	59	0
cds610	2	4	92	38	298	7
cds611	40	73	291	216	1052	66
cds612	3	4	209	134	541	15
cds613	2	19	46	30	128	8
cds614	9	83	138	88	303	17
cds615	56	207	857	464	1743	175
cds616	3	37	135	73	383	28
cds617	6	38	68	52	201	11
cds618	10	47	192	131	552	14
cds619	24	102	276	203	817	43
cds62	0	0	3	4	6	0
cds620	6	3	145	71	361	0
cds621	3	4	124	72	275	0
cds622	15	21	341	144	643	34
cds623	6	18	169	89	321	11
cds624	4	24	102	122	808	46
cds625	25	125	674	686	3652	116
cds626	16	135	572	509	2639	89
cds627	17	89	107	110	545	103
cds628	22	89	316	299	1063	55
cds629	2	18	27	29	110	8
cds63	1	0	5	4	10	2
cds630	0	8	10	4	49	7
cds631	0	0	1	3	2	0
cds632	0	0	1	0	2	0
cds633	0	0	1	0	1	0
cds634	0	0	0	0	2	0
cds635	0	0	1	0	2	0
cds636	0	0	2	0	6	0
cds637	0	0	0	0	1	0
cds638	0	0	0	1	2	0
cds639	0	0	0	2	1	0
cds64	10	13	32	10	48	0
cds640	0	0	6	0	5	1
cds641	0	0	2	1	4	0
cds642	0	7	3	1	13	0
cds643	2	40	71	40	152	7
cds644	18	57	32	15	65	35
cds645	0	8	10	5	24	12
cds646	0	0	5	6	11	1
cds647	0	16	18	6	33	2
cds648	0	3	7	6	10	7
cds649	1	2	1	1	2	0
cds65	20	116	106	24	90	84
cds650	12	40	207	243	1072	30
cds651	2	4	147	129	587	15
cds652	0	6	28	13	47	17
cds653	1	0	14	14	40	0
cds654	0	0	18	2	14	4
cds655	16	65	141	85	421	42
cds656	6	27	163	138	578	3
cds657	0	1	36	21	112	0
cds658	6	53	190	137	667	6
cds659	4	15	292	173	895	20
cds66	13	77	66	17	68	46
cds660	23	264	549	307	1294	165
cds661	5	51	151	80	302	18
cds662	53	215	327	191	879	225
cds663	5	1	27	32	120	23
cds664	19	39	228	148	751	38
cds665	6	12	331	227	1569	45
cds666	0	0	7	1	22	0
cds667	4	12	36	23	114	8
cds668	1	0	39	24	97	0
cds669	0	0	0	0	10	0
cds67	0	0	2	0	1	0
cds670	0	0	1	0	3	0
cds671	1	6	40	27	152	2
cds672	0	0	26	13	45	3
cds673	0	0	42	17	92	0
cds674	0	12	47	18	149	16
cds675	0	0	19	14	63	0
cds676	0	0	63	12	115	4
cds677	6	3	230	130	590	24
cds678	0	8	161	34	236	1
cds679	2	26	61	61	289	19
cds68	11	34	36	4	34	33
cds680	0	4	75	56	173	0
cds681	2	38	99	66	251	31
cds682	2	0	42	26	60	10
cds683	4	3	11	11	110	0
cds684	8	42	76	58	206	72
cds685	2	0	44	15	138	4
cds686	2	8	6	5	24	6
cds687	2	4	37	30	130	10
cds688	0	17	33	26	117	9
cds689	1	23	63	51	217	34
cds69	0	0	7	5	8	0
cds690	20	71	8	2	0	16
cds691	66	305	19	7	44	202
cds692	35	97	60	28	125	71
cds693	0	0	2	1	10	0
cds694	14	59	86	40	212	70
cds695	11	27	72	23	85	23
cds696	0	0	1	0	3	0
cds697	1	3	22	6	51	13
cds698	1	15	14	2	7	2
cds699	0	8	11	2	13	5
cds7	0	0	2	4	5	5
cds70	2	0	8	9	21	0
cds700	0	0	15	0	14	0
cds701	5	45	55	16	51	54
cds702	12	46	23	9	48	42
cds703	9	25	122	25	119	23
cds704	3	9	45	22	51	49
cds705	10	57	58	23	97	48
cds706	5	4	86	55	264	43
cds707	4	16	96	29	168	1
cds708	0	1	5	5	10	0
cds709	3	35	150	58	253	28
cds71	0	6	5	1	11	0
cds710	3	22	146	53	218	9
cds711	1	7	25	2	37	0
cds712	0	0	4	2	18	10
cds713	4	22	32	16	37	4
cds714	2	0	4	9	24	0
cds715	15	75	71	20	78	76
cds716	21	98	90	23	101	71
cds717	0	1	1	0	6	0
cds718	4	15	6	4	20	9
cds719	8	74	47	30	135	133
cds72	0	0	9	0	15	0
cds720	7	6	53	46	125	18
cds721	5	32	61	36	156	20
cds722	1	0	21	5	45	5
cds723	0	0	30	25	134	0
cds724	2	5	12	21	27	7
cds725	1	0	33	20	112	11
cds726	13	57	15	10	21	20
cds727	9	58	119	57	342	84
cds728	26	105	464	285	1054	104
cds729	4	0	14	7	26	6
cds73	1	5	16	11	48	5
cds730	3	5	70	20	110	0
cds731	16	48	175	84	461	36
cds732	6	0	10	12	27	0
cds733	2	3	47	22	87	4
cds734	5	23	54	51	138	22
cds735	8	25	98	65	298	13
cds736	0	12	6	0	5	0
cds737	25	94	757	447	1925	79
cds738	0	10	126	41	239	2
cds739	4	0	107	31	167	0
cds74	0	0	14	11	45	0
cds740	0	0	0	3	2	0
cds741	33	129	16	7	48	72
cds742	0	0	13	3	41	0
cds743	0	14	32	20	112	18
cds744	2	19	46	25	99	11
cds745	0	0	2	0	8	0
cds746	8	41	16	8	48	64
cds747	3	2	24	8	42	4
cds748	5	19	30	18	55	13
cds749	3	23	37	20	82	19
cds75	1	0	37	19	75	8
cds750	9	78	337	180	1083	83
cds751	2	7	110	54	222	4
cds752	5	23	59	29	135	0
cds753	0	4	40	8	42	2
cds754	0	12	17	8	53	4
cds755	0	0	0	2	1	0
cds756	5	33	53	53	222	49
cds757	7	16	28	49	121	13
cds758	1	0	12	5	23	3
cds759	213	990	171	112	609	372
cds76	2	0	48	25	104	8
cds760	13	63	240	271	1052	132
cds761	0	3	10	18	57	0
cds762	0	16	0	2	8	5
cds763	0	0	63	48	229	8
cds764	23	115	493	224	897	75
cds765	7	22	96	43	178	9
cds766	45	235	718	143	773	76
cds767	97	346	583	111	483	130
cds768	46	235	900	237	1002	114
cds769	110	513	1288	440	1747	296
cds77	0	5	0	0	0	4
cds770	7	112	231	87	301	82
cds771	0	0	3	2	8	0
cds772	0	0	1	5	16	4
cds773	0	0	5	4	16	0
cds774	6	0	18	12	67	1
cds775	0	0	94	49	316	3
cds776	3	27	45	30	107	63
cds777	5	34	57	31	133	7
cds778	2	11	33	9	97	7
cds779	6	35	30	26	77	14
cds78	0	4	0	0	0	0
cds780	2	23	91	58	355	17
cds781	32	91	550	307	933	59
cds782	0	11	36	10	46	8
cds783	0	0	21	7	30	0
cds784	1	21	62	22	95	6
cds785	0	10	13	3	25	6
cds786	0	0	18	2	24	0
cds787	1	0	9	6	27	0
cds788	0	2	17	6	39	0
cds789	3	31	24	17	81	24
cds79	0	0	0	0	2	0
cds790	0	6	42	37	138	8
cds791	3	14	29	17	75	4
cds792	11	67	66	38	205	127
cds793	6	29	93	40	255	30
cds794	0	8	45	32	188	10
cds795	9	29	47	48	148	46
cds796	20	104	279	37	267	43
cds797	2	28	83	20	98	1
cds798	2	12	65	11	46	0
cds799	2	7	76	24	86	18
cds8	0	9	5	3	32	15
cds80	0	0	0	0	4	0
cds800	0	0	23	9	47	0
cds801	10	80	418	249	963	49
cds802	43	170	654	617	2417	222
cds803	9	77	114	72	273	89
cds804	0	0	3	2	11	0
cds805	6	63	67	29	115	30
cds806	5	24	51	30	128	1
cds807	0	11	61	42	184	0
cds808	0	6	102	109	421	30
cds809	2	7	75	24	85	6
cds81	0	3	1	0	3	0
cds810	10	22	305	100	370	5
cds811	3	86	167	71	223	50
cds812	1	6	84	42	179	8
cds813	7	31	163	76	317	29
cds814	4	1	29	5	46	27
cds815	6	23	116	62	226	29
cds816	3	28	76	30	144	12
cds817	0	0	53	21	65	1
cds818	11	44	293	99	720	76
cds819	6	15	98	113	491	4
cds82	0	0	0	0	1	0
cds820	1	0	32	30	135	15
cds821	0	4	62	31	168	5
cds822	32	168	226	138	781	197
cds823	8	47	971	793	4220	76
cds824	0	8	84	68	351	12
cds825	2	73	121	109	351	99
cds826	7	39	399	239	1100	61
cds827	11	14	166	83	321	28
cds828	0	24	267	143	681	15
cds829	4	19	259	176	786	15
cds83	0	0	2	0	1	0
cds830	2	29	80	30	119	10
cds831	0	42	37	10	57	70
cds832	3	0	2	4	5	4
cds833	4	15	74	48	174	6
cds834	2	12	28	36	74	6
cds835	2	11	78	49	183	13
cds836	7	43	119	47	266	15
cds837	2	9	40	26	99	7
cds838	0	0	3	7	14	0
cds839	0	0	17	5	23	0
cds84	0	0	1	0	5	0
cds840	0	24	23	18	83	1
cds841	2	21	79	51	266	16
cds842	0	0	4	2	11	11
cds843	0	0	0	0	2	0
cds844	1	4	18	13	12	13
cds845	1	14	35	11	47	3
cds846	0	9	67	45	168	31
cds847	0	0	3	3	3	0
cds848	0	4	35	14	72	0
cds849	18	101	422	159	641	30
cds85	0	0	0	0	0	0
cds850	98	488	1292	445	1655	279
cds851	768	3270	3263	1481	4719	1798
cds852	0	4	16	7	35	0
cds853	67	156	28	28	90	216
cds854	2	0	6	2	13	9
cds855	0	8	8	1	20	9
cds856	5	9	70	45	195	1
cds857	21	149	56	68	163	155
cds858	1	3	43	8	28	0
cds859	0	0	10	1	8	0
cds86	0	0	0	0	1	0
cds860	0	0	20	6	25	0
cds861	0	0	5	2	19	0
cds862	6	38	185	96	347	62
cds863	0	3	46	14	72	17
cds864	6	47	15	8	48	32
cds865	21	127	50	4	31	163
cds866	138	631	60	21	48	702
cds867	0	0	1	0	9	0
cds868	1	41	60	31	131	59
cds869	1	36	53	25	89	9
cds87	0	0	0	0	3	0
cds870	0	20	20	19	54	4
cds871	2	0	15	5	36	0
cds872	3	0	58	50	213	1
cds873	10	66	78	84	279	96
cds874	11	11	25	7	50	35
cds875	0	3	68	31	193	0
cds876	0	9	25	16	70	3
cds877	2	9	41	32	97	3
cds878	126	491	1747	1058	5360	336
cds879	0	12	15	2	18	10
cds88	0	0	1	0	6	0
cds880	0	0	1	2	0	0
cds881	1	0	8	4	12	0
cds882	0	0	10	1	14	0
cds883	3	8	25	13	44	3
cds884	1	19	9	2	22	13
cds885	0	0	3	1	5	8
cds886	0	0	0	0	4	0
cds887	8	67	76	28	156	51
cds888	75	355	336	121	370	604
cds889	0	3	21	9	60	3
cds89	0	0	0	0	0	0
cds890	32	109	108	79	442	111
cds891	10	0	18	7	43	19
cds892	2	10	16	9	73	9
cds893	0	0	0	0	4	0
cds894	50	247	2033	1032	3367	435
cds895	0	0	5	6	23	0
cds896	0	3	41	15	54	8
cds897	4	13	65	42	158	23
cds898	16	29	29	21	142	20
cds899	1	0	1	0	4	0
cds9	0	0	7	4	15	0
cds90	0	0	1	0	0	0
cds900	83	306	143	70	253	321
cds901	0	0	14	20	54	0
cds902	0	1	11	16	63	9
cds903	5	25	126	83	260	24
cds904	0	0	1	0	0	0
cds905	33	131	233	80	308	86
cds906	24	88	240	45	131	33
cds907	34	60	173	134	518	204
cds908	38	162	135	75	430	153
cds909	16	27	34	13	92	16
cds91	0	0	0	0	0	0
cds910	0	0	30	29	174	2
cds911	3	24	12	3	20	49
cds912	21	80	69	31	142	34
cds913	2	3	39	6	27	2
cds914	0	9	8	0	23	0
cds915	0	0	33	16	61	0
cds916	1	21	24	4	17	0
cds917	2	43	31	26	80	13
cds918	69	236	2114	841	3434	267
cds919	0	0	4	2	11	0
cds92	1	0	0	1	0	0
cds920	19	159	295	161	799	158
cds921	5	16	189	110	459	11
cds922	2	0	11	15	48	2
cds923	44	196	287	171	632	238
cds924	4	0	11	11	31	2
